"UPALNR";"ARTIKELNR";"Reichweite_Tage"
"8365177191";"04268300ET0001";0
"8365083805";"01351100ET0001";0
"8363140302";"09198990ET0001";0
"8364599888";"03548020ET0001";0
"8364595064";"03528100ET0001";0
"8363638267";"05754500ET0001";0
"8364205239";"04594500ET0001";0
"8362529993";"04743100ET0001";0
"8362952630";"03732810ET0001";0
"8363801180";"06498800ET0001";0
"8363410542";"02596500ET0001";0
"8363813664";"000000000000156726";0
"8362207464";"09248670ET0025";0
"8364509917";"000000000000130011";0
"8363495341";"04552900ET0001";0
"8364511477";"07767690ET0001";0
"8364683556";"05830300ET0001";0
"8365594233";"02272900ET0001";0
"1039539561";"09300700ET0001";0
"8364192829";"05268200ET0001";0
"8365636537";"09331400ET0001";0
"8364445543";"09648800ET0001";0
"8161311805";R000000892;0
"8362750687";"05032410ET0001";0
"8362336249";"08772320ET0001";0
"8336814605";R910903872;0
"8362779312";"01904400ET0001";0
"8365027304";R902272319;0
"8363639653";"04388200ET0001";0
"8363814418";"06461710ET0001";0
"8364196469";"03827110ET0001";0
"8363355416";"07402100ET0001";0
"8364138568";"04773400ET0001";0
"8364728479";"05486910ET0001";0
"8365358552";R902249196;0
"8364139503";"05845600ET0025";0
"8364618190";"05900800ET0001";0
"8362598876";"01497200ET0001";0
"8365052719";"07935700ET0001";0
"8365164276";"04705900ET0001";0
"8364613041";"04571300ET0001";0
"8363227669";R902006261;0
"8365410670";"03540300ET0001";0
"8365430166";"04289700ET0001";0
"8365171823";"03396300ET0001";0
"8362639395";"05848000ET0001";0
"8346167265";R902453148;0
"8362628702";"08293070ET0001";0
"1039091199";"01081030ET0025";0
"8365032759";"08777400ET0001";0
"8363644916";"05874300ET0001";0
"8365302784";R909242169;0
"1039538601";"05407920ET0001";0
"8364372849";"05866680ET0001";0
"8305901794";R000000892;0
"8363427007";"04920600ET0001";0
"1039091298";"05890700ET0001";0
"8364354586";"04561900ET0001";0
"8362637032";R909921500;0
"8364372849";"02234400ET0001";0
"8365726191";"00667230ET0001";0
"8364752832";"04514470ET0001";0
"8365563390";"08028010ET0001";0
"8363920751";"05871900ET0001";0
"8356187369";R902120458;0
"8362533044";"02975900ET0001";0
"8364170995";"05883500ET0001";0
"8364740006";"04859500ET0025";0
"8365238151";"04710810ET0010";0
"8363638274";"04909210ET0001";0
"8364362055";"04995600ET0001";0
"8363631657";"04690800ET0001";0
"8363757302";"05045300ET0001";0
"8364828308";"04750800ET0001";0
"8362779312";"01731900ET0025";0
"8362933554";"05849500ET0001";0
"8363288523";"06558400ET0001";0
"1038961592";R910960809;0
"8204326452";R000000892;0
"8362664649";"04835000ET0001";0
"8356187383";R902120458;0
"8365173643";"09155560ET0025";0
"8363666437";"03305600ET0001";0
"8365144940";"03444000ET0001";0
"8362865527";R902603442;0
"8365144872";"00103600ET0001";0
"8364572621";"03816400ET0001";0
"8364772335";"07039800ET0001";0
"8365629874";"02603200ET0001";0
"8365358576";"04696900ET0001";0
"8364777842";"04248000ET0001";0
"8364153820";"07019550ET0001";0
"1039091434";"08051800ET0001";0
"8361454715";"08026810ET0001";0
"8327309929";R000000892;0
"8362776755";"04854100ET0001";0
"8361722821";"000000000000151062";0
"8364055834";"08580500ET0001";0
"8364778658";"01072390ET0025";0
"1039446623";"06389010ET0001";0
"8363635907";"03924400ET0001";0
"1039091144";"04972400ET0001";0
"8365439374";R902021903;0
"8365057554";"01041100ET0001";0
"8365233170";"08105500ET0001";0
"8363871244";"06885600ET0001";0
"8362365645";"00268120ET0001";0
"1039539240";"000000000000150937";0
"8333422629";R910967351;0
"8363168054";R902279833;0
"8365164276";"05308410ET0001";0
"8364842229";"07295710ET0001";0
"8363947734";"03251550ET0001";0
"8362951732";"03402800ET0001";0
"8363020307";"08169650ET0001";0
"8365155922";"01111040ET0025";0
"8364594852";"05733500ET0001";0
"8363306722";"07271300ET0001";0
"8362461170";"02644200ET0001";0
"8364867024";"02356100ET0001";0
"8363615886";"07444920ET0001";0
"8361596156";"03462800ET0001";0
"8364426368";"06563500ET0001";0
"1039091410";"01562110ET0001";0
"8365199513";"01562210ET0001";0
"8363620651";"09648800ET0001";0
"8158792624";R000000892;0
"8365058643";R902191416;0
"8353312696";R902120458;0
"1039091205";"09162000ET0001";0
"8364835719";"07221400ET0001";0
"8364876897";"02704710ET0001";0
"8362749407";"04098800ET0001";0
"8362872457";R902213233;0
"8341269117";R000000892;0
"8363355638";"05420000ET0001";0
"8346653775";R902446356;0
"8363742193";"05054500ET0001";0
"8364623521";"02284000ET0001";0
"8365352840";"08938890ET0010";0
"1039091434";"08121700ET0001";0
"8363603012";R902279833;0
"8363048523";"07357100ET0001";0
"8364726413";"07076800ET0001";0
"8356597472";R902120458;0
"8362954757";"06856620ET0001";0
"8365225281";R902249196;0
"8365581486";"05848900ET0001";0
"8365579810";"03537800ET0001";0
"8365448727";"02866300ET0001";0
"8364780378";"06885800ET0001";0
"8365087438";"07174800ET0001";0
"8365725392";"03395500ET0001";0
"8363158192";"05082090ET0001";0
"8364358621";"08349710ET0010";0
"8364595217";"07057080ET0012";0
"8363642196";"00599340ET0001";0
"8361777555";"07583000ET0001";0
"8365206808";"02267910ET0001";0
"8365423885";"000000000000105498";0
"8364138544";"04773400ET0001";0
"8363742193";"03099800ET0001";0
"8363441492";"02402900ET0001";0
"1039091410";"000000000000142362";0
"8365144834";"00667230ET0001";0
"1039091434";"04759310ET0004";0
"8362895791";"05493030ET0001";0
"1039091427";"08153110ET0001";0
"8365359405";"07330700ET0001";0
"8365636537";"01046300ET0001";0
"8365198110";"09339300ET0001";0
"8362242533";"02170310ET0001";0
"8364454545";"05723000ET0001";0
"8335057379";R910967343;0
"8310592666";R000000892;0
"8363279910";"06542500ET0001";0
"8360917044";R902269317;0
"8364297487";"04248410ET0001";0
"8364030701";"02596500ET0001";0
"8362337963";"09149320ET0001";0
"8365490382";"05892700ET0001";0
"8365327121";R902295160;0
"8314091219";R000000892;0
"1039091632";"04293100ET0001";0
"8364739895";"000000000000139168";0
"8363443250";"03995100ET0001";0
"8363638281";"02665100ET0002";0
"1039091458";"01004400ET0001";0
"8362664649";"07180610ET0001";0
"8364615144";"01519000ET0001";0
"8363495341";"04128720ET0001";0
"8364594661";"03757700ET0005";0
"8363946935";R902120458;0
"8365082976";"0B161900ET0001";0
"8360331512";"09148730ET0001";0
"8365010153";"09023500ET0001";0
"8363771759";"08180110ET0001";0
"8363799951";"07519700ET0001";0
"8310248099";R000000892;0
"8365335959";"00580530ET0001";0
"8365511742";"03530900ET0001";0
"8365052719";"06325800ET0001";0
"8365481038";R902249196;0
"8362313721";R902252405;0
"1038961592";R902550217;0
"8364743359";"05211000ET0001";0
"8037168854";R000000892;0
"8365056595";"05924000ET0001";0
"8354117191";R902120458;0
"8362784910";"09194970ET0001";0
"8362331572";"00719000ET0001";0
"8364752412";"07019550ET0001";0
"8365623476";"03876720ET0001";0
"8363005038";"08999500ET0001";0
"8364747531";"00976300ET0001";0
"8365333603";"00600620ET0001";0
"8363815347";"06495600ET0001";0
"8363749451";"04269300ET0001";0
"1039091427";"05424300ET0008";0
"8363666574";R909651204;0
"1039091427";"05933900ET0001";0
"1039096873";R902126903;0
"8365450522";"03018900ET0001";0
"8362462429";R902235599;0
"8364851580";"05741800ET0001";0
"8364882683";"03995100ET0001";0
"8360143863";R902096094;0
"8338933304";R902569404;0
"8362644306";"03540900ET0001";0
"1039552768";"00047600ET0001";0
"8364674301";"08067300ET0001";0
"8365500135";"01714700ET0001";0
"8356238924";R902120458;0
"8361871390";"03724800ET0001";0
"8364869288";"02680000ET0001";0
"8363638724";"00277200ET0001";0
"8364138278";"04775400ET0001";0
"8362661716";"01372850ET0001";0
"8364771475";"01312320ET0001";0
"8364186514";"09149240ET0001";0
"8365225113";"06486610ET0012";0
"8361853181";"00052500ET0001";0
"8363347206";R917011550;0
"8362934933";"09149320ET0001";0
"8364594753";"06200610ET0001";0
"8363741202";"04470800ET0001";0
"8363732125";"01957200ET0001";0
"8362733703";"03647000ET0001";0
"8360914388";"02603200ET0001";0
"8363211880";"00680810ET0001";0
"8364701441";"09844510ET0001";0
"8364582651";"00400600ET0001";0
"8364743359";"07017600ET0001";0
"8348451522";R910901969;0
"8360741830";R000000892;0
"8363380807";"07295710ET0001";0
"8364164154";"00390000ET0002";0
"8364752832";"00491410ET0001";0
"8365481113";R902249196;0
"8363283238";"03753200ET0001";0
"8364015371";R902277524;0
"8365197892";R902295160;0
"8365448444";"04284600ET0001";0
"1039353433";R902272362;0
"8364444867";"09156530ET0001";0
"1039091298";"02432050ET0025";0
"8364303966";"06893500ET0001";0
"8362174933";"01574300ET0001";0
"8363139436";"01634800ET0025";0
"8365580021";R902279833;0
"8338539100";R000000892;0
"1039091298";"04618310ET0001";0
"8350426341";R902120458;0
"8364023796";"03779500ET0001";0
"8364584785";R902249196;0
"8362187605";"04523000ET0001";0
"8365165631";"02362000ET0001";0
"1037814783";"07355400ET0001";0
"8362530289";"07038710ET0001";0
"8364862326";"07485910ET0001";0
"8365184373";R902120458;0
"8363180919";"00193210ET0001";0
"8364152892";"05378900ET0001";0
"8364614512";"01355400ET0004";0
"8364061552";"04037410ET0001";0
"8364170995";"05675100ET0001";0
"8363283559";"08842300ET0001";0
"8364853645";R902285940;0
"8365225199";"06486610ET0012";0
"8341426527";R902486802;0
"8364769113";"07074500ET0001";0
"8278242917";R902158813;0
"8361663032";"01518100ET0016";0
"8363489456";"04715010ET0006";0
"8365088930";"04972300ET0001";0
"8364297609";"04920300ET0001";0
"8364842199";R902120458;0
"8348255489";R902569403;0
"8364149755";"05932200ET0001";0
"8365051224";"01789500ET0001";0
"8363344830";"05590200ET0001";0
"8362336249";"05902600ET0004";0
"8364487833";"02678400ET0001";0
"8363610140";"05299700ET0001";0
"8361248901";"06202220ET0001";0
"8364342507";"01297800ET0001";0
"8363739841";"07980400ET0001";0
"8365136846";"000000000000114447";0
"8361656416";R902252425;0
"8365628303";"07987400ET0001";0
"8361889203";"01368900ET0001";0
"8344279762";R902533330;0
"8363488695";"06707800ET0001";0
"8342936018";R910973544;0
"8363639080";"08976900ET0001";0
"8364780378";"06460710ET0001";0
"8354868598";R902249091;0
"8335065879";R902603696;0
"8187976408";R000000892;0
"8365560825";"04461500ET0001";0
"8365341837";"00075440ET0001";0
"8365197533";"07791800ET0001";0
"8362521966";"08780200ET0001";0
"8362784910";"04617000ET0001";0
"8362883347";"03537800ET0001";0
"8362769320";"04452200ET0004";0
"1039091175";"00268400ET0001";0
"8362578236";"05964500ET0001";0
"8360470006";R902289117;0
"8337891018";R902436846;0
"8365238151";"02402900ET0001";0
"8364698031";"08121620ET0001";0
"1039539189";"00747900ET0001";0
"8363586650";"05675100ET0001";0
"8364177406";R902249257;0
"8365198141";"09850800ET0001";0
"8364885172";"09440500ET0001";0
"8364061552";"03672800ET0001";0
"8365504157";"09066900ET0006";0
"8365334532";"07110900ET0001";0
"8362467561";"07153310ET0001";0
"8365580038";R902279833;0
"8334285964";R000000892;0
"8363272928";"02626100ET0002";0
"8364022676";"04272200ET0001";0
"8364142312";"02250600ET0001";0
"8362184796";"05845000ET0001";0
"8363673725";"02660600ET0001";0
"8361772543";"09032500ET0001";0
"8365511964";"07668800ET0001";0
"8362882555";"09826500ET0001";0
"8364734654";"05774700ET0001";0
"8355429583";R902120458;0
"8364737365";"01723610ET0001";0
"8362895852";R902249196;0
"8362207624";"08037400ET0001";0
"8363004482";"00021810ET0001";0
"8364151628";"02795290ET0001";0
"1039091052";"00976300ET0001";0
"8365506052";"03573600ET0001";0
"8355426513";R902120458;0
"8362951855";"03402800ET0001";0
"8365171472";"03971500ET0001";0
"8363732125";"01816500ET0001";0
"8364640603";"02145000ET0001";0
"8347033743";R902439601;0
"8363881496";"00763580ET0001";0
"8363211026";R902136069;0
"8365225083";"06486610ET0012";0
"8360781249";R902249005;0
"8361744526";"02703800ET0001";0
"8364862340";"02968900ET0004";0
"8362495359";"03315400ET0001";0
"8363495853";"06425200ET0001";0
"8342820812";R902483661;0
"8362641190";R902272231;0
"8365450201";"00826100ET0001";0
"8362725371";"05176150ET0001";0
"8365230803";"01519800ET0001";0
"8364498181";"00748700ET0025";0
"8362632440";"07689290ET0001";0
"8363910776";"06594700ET0001";0
"1039090567";"03816810ET0001";0
"8365589437";"06558810ET0001";0
"8363435132";"06443000ET0001";0
"1039091649";"08580500ET0001";0
"1037814875";R902010541;0
"8362379918";"01519600ET0001";0
"8364773110";"05910760ET0001";0
"8365092388";"05866680ET0001";0
"8365499125";"08766610ET0001";0
"8362702297";"01228100ET0001";0
"8337331880";R902577276;0
"1039096798";R902436846;0
"8364724488";R902249196;0
"8364629677";R902272376;0
"8364773486";"07978000ET0001";0
"8365628303";"08907600ET0001";0
"8363300089";"04973800ET0001";0
"8347027193";R902431829;0
"1038987905";R910944874;0
"8364038134";"04586300ET0001";0
"8365474399";"03540300ET0001";0
"8364137851";"04645900ET0001";0
"8365544771";"05408600ET0001";0
"8364327016";"03746500ET0001";0
"8363283177";R902117356;0
"8365624497";"04451300ET0001";0
"8361315122";R902289147;0
"8364873056";"05762800ET0001";0
"8363653932";"04328940ET0001";0
"8364416154";"08348230ET0025";0
"8364186514";"09357600ET0001";0
"8361780470";"02333700ET0001";0
"8364367814";"02508700ET0001";0
"8363355638";"00078100ET0001";0
"8364367715";"07177100ET0001";0
"8365626064";"04121040ET0001";0
"1039091656";"03061500ET0001";0
"8364354623";"02704710ET0001";0
"8364751897";"00747900ET0001";0
"8363355416";"04290400ET0001";0
"8364737419";"03941700ET0001";0
"8336251240";R902472652;0
"8347914844";R902481754;0
"8363635877";"08778700ET0001";0
"8365010740";"05308100ET0001";0
"8362186943";"03622810ET0001";0
"8363629494";"07421210ET0001";0
"8363890535";"05040800ET0001";0
"8365233118";"01040000ET0025";0
"8362953118";"04920600ET0001";0
"1039091175";"04430200ET0001";0
"8335339697";R913105301;0
"8365492195";"07360700ET0001";0
"8348452031";R902650933;0
"8354144944";R902249091;0
"8362924804";"04768100ET0001";0
"8364771864";"06555810ET0001";0
"8364137851";"07183510ET0001";0
"8362784910";"05874100ET0001";0
"1039091533";"03628320ET0001";0
"8365490863";"01382900ET0005";0
"8364144194";"00270920ET0001";0
"8362350399";"00943580ET0001";0
"8364144538";"05874600ET0001";0
"8334029605";R900013838;0
"8354325718";R902040533;0
"8362669750";"05050900ET0001";0
"8365450980";"04513510ET0001";0
"8362040214";"08169650ET0001";0
"1039091434";"08920090ET0001";0
"8364436268";"03234800ET0003";0
"8365011815";"06343800ET0001";0
"8363674548";"07574700ET0001";0
"8365313421";R902272393;0
"8364774711";"06513000ET0001";0
"8344036709";R902538754;0
"8365356732";"00660900ET0001";0
"8361776817";"04290500ET0001";0
"8363460936";"03030100ET0001";0
"8363667335";"04920500ET0001";0
"8271705259";R000000892;0
"8363654700";"02438500ET0001";0
"8364168077";"05224500ET0001";0
"8362477607";"01225050ET0025";0
"8336377704";R909151979;0
"8335736052";R902279858;0
"8364148864";"05590200ET0001";0
"8364373273";"07183410ET0001";0
"8361619855";R902117356;0
"1037798588";R909449416;0
"8365060493";"06493900ET0001";0
"8365557016";"07146000ET0001";0
"8362185809";R909154382;0
"8362181016";"0B234100ET0001";0
"8365300377";"06271600ET0001";0
"8363024077";"00229300ET0001";0
"8365155816";"07623860ET0002";0
"8363593870";"05649500ET0001";0
"8364842250";R902120458;0
"8362890604";"07628110ET0001";0
"8363323125";"05308100ET0001";0
"8365057943";"02226300ET0001";0
"8361776749";"02611600ET0001";0
"8363020307";"000000000000170508";0
"1039091434";"04570700ET0001";0
"8365144704";R902100179;0
"8365490863";"06962800ET0001";0
"8363803832";"03155400ET0004";0
"8363741202";"07093100ET0001";0
"8364022676";"02353810ET0001";0
"1039091205";"00878300ET0001";0
"8338013976";R910997895;0
"1039552768";"08885240ET0006";0
"8361964177";"02251000ET0001";0
"8359655766";R902120458;0
"8341237345";R902483195;0
"8360437672";R902262474;0
"8364151628";"00445810ET0001";0
"8365197571";"06257600ET0001";0
"8364765894";"07257700ET0001";0
"8062615866";R000000892;0
"8364491687";"01244740ET0001";0
"8364213715";"07177100ET0001";0
"8365624626";"07628110ET0001";0
"8365042420";"00102300ET0001";0
"8363086617";"00400600ET0001";0
"8350522135";R902249091;0
"8364475885";"03904300ET0001";0
"8362043192";"06442300ET0001";0
"8363586650";"07478100ET0001";0
"8365051224";"02408100ET0001";0
"8364064850";"06202800ET0001";0
"8364871137";"01382900ET0005";0
"8364151628";"01504410ET0001";0
"8364025455";"02497500ET0001";0
"8364835641";"01555600ET0001";0
"8364700284";"00236400ET0001";0
"8364448452";"02393940ET0001";0
"8365144896";"00748000ET0001";0
"8360349210";R902291599;0
"8365029087";"02402900ET0001";0
"8365169431";"08757600ET0001";0
"8363593870";"09150170ET0001";0
"8364144194";"05866680ET0001";0
"8365355018";"07935700ET0001";0
"8363501356";"01854500ET0002";0
"8363896940";"05305900ET0001";0
"8342537697";R902574240;0
"8364727359";"02703800ET0001";0
"8364630567";R902272376;0
"1039091632";"02282060ET0001";0
"8362392542";"00267900ET0001";0
"8365197281";R902035509;0
"8362895937";"03272990ET0001";0
"8365490764";"07949100ET0001";0
"8362909009";"04902400ET0001";0
"8365574228";R902249196;0
"8363034038";"05231200ET0001";0
"8364024991";R909154293;0
"8357746527";R902132108;0
"8296238138";R902460787;0
"8363774965";"04230100ET0001";0
"8363735805";"09073200ET0001";0
"8364179752";R902249098;0
"8362883279";"03942100ET0001";0
"8363348579";"01483310ET0001";0
"8365588669";"07847100ET0001";0
"8363721747";"08064500ET0001";0
"8158685483";R000000892;0
"8332285331";R910918203;0
"8362894381";"00457720ET0001";0
"8363893123";R902291659;0
"8363154163";"04268900ET0001";0
"8364765894";"03753200ET0001";0
"8362750694";"01518100ET0016";0
"8360375363";"03171700ET0001";0
"8362467431";"00976300ET0001";0
"8364873285";R902191416;0
"8352520474";R902120458;0
"8363885357";"06974700ET0001";0
"8362776755";"01906400ET0001";0
"8363059956";R902272378;0
"8364851801";"04457100ET0001";0
"8364061552";"01369400ET0016";0
"8365448048";"03303700ET0001";0
"8365497091";"09260200ET0001";0
"8364676596";"03593210ET0005";0
"8364737419";"01301100ET0001";0
"8365225229";R902249196;0
"8364038783";"01655100ET0001";0
"8363283184";"04735000ET0025";0
"1039091366";"03742300ET0001";0
"8363240750";"05045810ET0001";0
"8341270649";R902456116;0
"8363495853";"05827900ET0001";0
"8364203723";"03694700ET0001";0
"8365481151";R902249196;0
"1039091472";"03809600ET0001";0
"8363747518";"00079200ET0025";0
"8363352903";"01932160ET0001";0
"8361034788";R000000892;0
"8365358125";"07198000ET0001";0
"8351074817";R902120458;0
"8365197243";"04725500ET0001";0
"8362615672";"04825800ET0001";0
"1039091052";"03622810ET0001";0
"8362239632";"04537500ET0001";0
"8339287161";R902459696;0
"8364160934";R902157429;0
"8364350823";"02720100ET0001";0
"8364138667";"04773400ET0001";0
"8362369032";"03779500ET0001";0
"8362383434";"00235900ET0001";0
"8365083805";"05991600ET0001";0
"8364885608";"04346510ET0001";0
"1039091410";"03740000ET0001";0
"8365500135";"08766610ET0001";0
"8364340336";"02939460ET0001";0
"8363794468";"09139620ET0001";0
"8364571846";"04717800ET0001";0
"8363237880";"05698020ET0001";0
"8364031944";"04766910ET0004";0
"8364764200";"08180110ET0001";0
"8364772335";"06503600ET0001";0
"8363441676";R000000892;0
"8362731204";"00044500ET0001";0
"8365500135";"01290310ET0001";0
"8365500135";"03755800ET0001";0
"8364138988";"06563500ET0001";0
"8365504157";"08938890ET0010";0
"8365314190";"05940200ET0001";0
"8364022676";"09030700ET0001";0
"8365725392";"08980000ET0001";0
"8363189721";"07493700ET0001";0
"8365626064";"02684200ET0001";0
"8362776755";"02626300ET0001";0
"8363077752";R902029575;0
"8363802101";"02206600ET0001";0
"8362326110";"07954000ET0001";0
"8363464323";"05040800ET0001";0
"8271704726";R000000892;0
"8362739101";"00833900ET0001";0
"1039091274";"02083800ET0001";0
"1039091144";"02272900ET0001";0
"8363107053";"00758400ET0001";0
"8362779312";"00953110ET0001";0
"8364580855";"05289500ET0001";0
"8268680453";R902020313;0
"8363913593";R902007239;0
"8365046992";"03677600ET0001";0
"8362255724";"05302430ET0001";0
"8365624091";R902003862;0
"8363815941";"02951400ET0001";0
"1039091151";"05141610ET0001";0
"8341938648";R902541918;0
"8363623102";"07197500ET0001";0
"8298242751";R000000892;0
"8363948250";"000000000000157127";0
"8363800985";"03830520ET0001";0
"8364862623";"00267500ET0001";0
"8364208445";"04977400ET0004";0
"8363660329";"02803500ET0001";0
"8363920751";"04301900ET0001";0
"8365430562";"05896400ET0001";0
"8359629385";R000000892;0
"1039090918";"03056000ET0010";0
"8365506618";"01282400ET0001";0
"8364630703";R902249098;0
"8365240147";"09355900ET0001";0
"8362461217";"04349410ET0001";0
"8363660329";"05848200ET0001";0
"8365327138";R902295160;0
"8364079762";"08086100ET0001";0
"8363730701";"02209000ET0001";0
"8362866623";"05299600ET0004";0
"8364456204";"05054500ET0001";0
"8363048790";R902010541;0
"8364871960";R902272376;0
"8364583498";"03593900ET0001";0
"8361707521";"05469000ET0006";0
"8360239153";R902000693;0
"8364206335";R902269324;0
"8362760617";"00617600ET0016";0
"8363731388";"09356000ET0001";0
"8364031944";"08743010ET0004";0
"8344026182";R910117773;0
"8359750782";R902272374;0
"8361709198";"00969400ET0001";0
"8348452031";R902279077;0
"8363323231";R902249117;0
"8365323345";"03442900ET0001";0
"8364373273";"06905400ET0001";0
"1039091601";"03540300ET0001";0
"8364580596";"08037400ET0001";0
"8364146495";"00927500ET0001";0
"8361644741";"07638530ET0001";0
"8345094722";R910720224;0
"8363272928";"02285120ET0001";0
"1039538601";"00453900ET0001";0
"8365062558";R902003862;0
"8364725621";R902249196;0
"8364498686";"03809600ET0001";0
"8363418104";"07899500ET0001";0
"8364647114";"05878900ET0001";0
"8364058026";"03827110ET0001";0
"8365628303";"07485910ET0001";0
"8358832397";R902120458;0
"8365041232";"07628110ET0001";0
"8365225212";R902249196;0
"8365166089";"05231200ET0001";0
"1039091663";"00613300ET0001";0
"1039091687";"00999800ET0001";0
"8364342187";R902249257;0
"8364204096";"09028600ET0001";0
"8365184397";R902120458;0
"8365198189";R902003862;0
"8365166584";"07737000ET0001";0
"8365183024";"03322100ET0001";0
"8363584441";"09006500ET0001";0
"8364873131";R902295160;0
"8365559102";"04900010ET0001";0
"8364142312";"05841600ET0001";0
"8362043291";"02787900ET0001";0
"8362778391";"04517300ET0001";0
"8365460736";"02908410ET0001";0
"8361846800";"03753200ET0001";0
"8363355638";"07485100ET0001";0
"8363636867";"03410800ET0001";0
"8364594678";"00164600ET0001";0
"8358317252";R902078954;0
"8364138643";"04773400ET0001";0
"8362529993";"07146000ET0001";0
"8360841769";"04540700ET0010";0
"8364139503";"00120010ET0001";0
"8364170995";"09248670ET0025";0
"8365624466";R902295160;0
"8312109091";R000000892;0
"8365144940";R902100179;0
"8353311989";R902120458;0
"8363742193";"02981300ET0001";0
"8363306104";"04235310ET0001";0
"8364683051";"00277200ET0001";0
"8364563841";"02550600ET0001";0
"8362021329";R902279082;0
"8259529693";R000000892;0
"8361828349";"000000000000127277";0
"8362664649";"03402900ET0001";0
"8364142312";"00400500ET0001";0
"8363800251";"03061500ET0001";0
"8361452889";"08980100ET0001";0
"8362702259";"02975800ET0001";0
"8365030649";"08779700ET0001";0
"8364143494";"07117200ET0001";0
"8364436312";"03906000ET0004";0
"8364872776";"07951500ET0001";0
"8365197588";"03822000ET0001";0
"8364195844";"05697000ET0002";0
"8365205566";"04214320ET0001";0
"8363732484";"01772300ET0001";0
"8333735552";R902472687;0
"8365504157";"05222300ET0004";0
"1039091618";"08981710ET0001";0
"8365156080";"05085440ET0001";0
"8365083805";"06602700ET0001";0
"8361665029";"09342500ET0001";0
"8339665716";R902513586;0
"8365358576";"03844200ET0001";0
"8364139503";"05058380ET0001";0
"8363787668";"04738300ET0001";0
"1039091649";"00473540ET0001";0
"8364030077";"04329240ET0001";0
"8364064058";"04790300ET0001";0
"8364144194";"06899700ET0001";0
"8365637923";"05733300ET0001";0
"8362461279";"04859100ET0001";0
"8363610041";"08999500ET0001";0
"8135758407";R000000892;0
"8347535384";R910903326;0
"8361768270";"06334630ET0001";0
"8364512023";"07180120ET0001";0
"8362953118";"08130520ET0025";0
"8365205481";"03102200ET0001";0
"8365304566";"09027600ET0001";0
"8362242502";"07519700ET0001";0
"8272067660";R000000892;0
"1039091311";"02904000ET0001";0
"8359657746";R902120458;0
"8365627061";"01656900ET0001";0
"8363618825";"00713400ET0001";0
"8364146495";"00815200ET0001";0
"8365065436";"05408600ET0001";0
"8361842246";"04223700ET0001";0
"8365460545";"03729400ET0001";0
"8365570701";"07492500ET0001";0
"8353313952";R902120458;0
"1039091489";"06325800ET0001";0
"8364477803";"06913700ET0001";0
"8364715349";"05268200ET0001";0
"8363140142";"08984800ET0001";0
"8361649876";R902080106;0
"8061089187";R000000892;0
"8362362644";R902295165;0
"8363602954";"05733700ET0001";0
"8333606449";R910909319;0
"8365233248";"01328200ET0005";0
"8363355416";"0B049400ET0001";0
"8365450676";"04511000ET0001";0
"8364702066";"04285600ET0001";0
"8361188450";"02908210ET0001";0
"8362383434";"07381900ET0006";0
"8363279965";R902120458;0
"8364486737";R902279092;0
"8365297127";R902439442;0
"8362713613";"03100500ET0001";0
"8353505944";R902249091;0
"1039552768";"07328410ET0001";0
"8336978147";R902515665;0
"1039091472";"05939500ET0001";0
"8362863219";"05051100ET0001";0
"8363489456";"00065530ET0012";0
"8345696483";R910976410;0
"8365027311";R902272319;0
"8365087438";"09248670ET0025";0
"1039091311";"00868430ET0025";0
"8362363269";"00374610ET0001";0
"8363105141";"07833000ET0001";0
"8358829533";R902120458;0
"8343927336";R910962109;0
"8365230803";"00719000ET0001";0
"8360859672";"00815810ET0001";0
"8362913792";"05154340ET0001";0
"8364580381";"08510700ET0001";0
"8365624510";"03539700ET0001";0
"8365027946";"09848260ET0002";0
"8356238221";R902120458;0
"8363489456";"00712930ET0001";0
"8355002687";R902283002;0
"8363814210";"05849500ET0001";0
"8362929816";"01247910ET0001";0
"8364873155";"02363400ET0001";0
"8361844134";R000000892;0
"8364031944";"03401400ET0001";0
"8364594647";"01056100ET0001";0
"8339136742";R910903421;0
"8364472235";"03541400ET0001";0
"8364595194";"01335800ET0005";0
"8364149755";"05696700ET0001";0
"8364006874";"04290400ET0001";0
"8365339278";"02173300ET0006";0
"8364832107";"00638900ET0001";0
"8363674623";"00496300ET0001";0
"8363416704";"04548200ET0001";0
"8362350399";"09073400ET0001";0
"8363137173";"03527100ET0001";0
"8365203036";"04858900ET0001";0
"8365355018";"09072400ET0001";0
"8327728980";R902446558;0
"8363348579";"05347800ET0001";0
"8362895814";"07364000ET0001";0
"8365077422";"04956200ET0001";0
"8364715257";"03626910ET0001";0
"8363219121";"07303000ET0001";0
"8362611490";"01634800ET0025";0
"8363815347";"01674110ET0001";0
"8361137830";R000000892;0
"8365618816";"00044500ET0001";0
"8365562577";"05089260ET0001";0
"8362020766";"03111400ET0001";0
"8360375554";"03540300ET0001";0
"8364771475";"06325650ET0001";0
"8361891442";"07129100ET0001";0
"8362745928";"04768100ET0001";0
"1039091199";"02675600ET0006";0
"8365502771";"05221800ET0001";0
"8356187376";R902120458;0
"8340463660";R902455100;0
"8340074019";R913054822;0
"8362461125";"05693700ET0004";0
"8365606561";"01772300ET0001";0
"8363005601";"000000000000129917";0
"8365312967";R000000892;0
"8365160728";"01368800ET0001";0
"8365225267";"06486610ET0012";0
"8365636537";"04517300ET0001";0
"8361836016";"09257500ET0001";0
"8364764217";"07057080ET0012";0
"8364765597";"00878300ET0001";0
