"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse_neu";"vorherige_ABC_Klasse";"Gini_Koeffizient"
R901162655;16425;0.007900;0.828000;A;C;0.82996800
R902603224;12420;0.015800;1.454100;A;C;0.82996800
R902273899;10863;0.023700;2.001700;A;C;0.82996800
R902215658;10401;0.031600;2.526000;A;C;0.82996800
R909831662;10026;0.039500;3.031400;A;C;0.82996800
R902446558;9583;0.047400;3.514400;A;C;0.82996800
R902439437;9261;0.055300;3.981200;A;C;0.82996800
R902439616;9240;0.063200;4.446900;A;C;0.82996800
R902273758;9201;0.071100;4.910700;A;C;0.82996800
R902602698;8802;0.079000;5.354400;A;C;0.82996800
R909156745;8778;0.086900;5.796900;A;C;0.82996800
R902460159;8469;0.094800;6.223800;A;C;0.82996800
R913009673;8358;0.102700;6.645100;A;C;0.82996800
R902460787;7614;0.110600;7.028900;A;C;0.82996800
R913043034;7315;0.118500;7.397600;A;C;0.82996800
R902446571;7007;0.126400;7.750800;A;C;0.82996800
R913078779;6880;0.134300;8.097600;A;C;0.82996800
R902602699;6608;0.142200;8.430700;A;C;0.82996800
R902439442;6435;0.150100;8.755000;A;C;0.82996800
R902438137;6342;0.158000;9.074700;A;C;0.82996800
R902272142;6045;0.165900;9.379400;A;C;0.82996800
R901071225;5988;0.173800;9.681200;A;C;0.82996800
R902602890;5973;0.181700;9.982300;A;C;0.82996800
R913054564;5616;0.189600;10.265400;A;C;0.82996800
R902273628;5412;0.197500;10.538200;A;C;0.82996800
R902436846;5362;0.205400;10.808500;A;C;0.82996800
R902279710;5241;0.213300;11.072700;A;C;0.82996800
R902439436;5222;0.221200;11.335900;A;C;0.82996800
R901162844;5205;0.229100;11.598200;A;C;0.82996800
R902279922;5178;0.237000;11.859200;A;C;0.82996800
R902262308;5172;0.244900;12.119900;A;C;0.82996800
R909831179;4995;0.252800;12.371700;A;C;0.82996800
R902603914;4950;0.260700;12.621200;A;C;0.82996800
R909157194;4821;0.268600;12.864200;A;C;0.82996800
R902273757;4803;0.276500;13.106300;A;C;0.82996800
R902272141;4794;0.284400;13.347900;A;C;0.82996800
R900005866;4788;0.292300;13.589200;A;C;0.82996800
R909154399;4750;0.300200;13.828600;A;C;0.82996800
R909831663;4725;0.308100;14.066700;A;C;0.82996800
R902400563;4669;0.316000;14.302000;A;C;0.82996800
R909154398;4650;0.323900;14.536400;A;C;0.82996800
R902051329;4614;0.331800;14.768900;A;C;0.82996800
R902439646;4535;0.339700;14.997500;A;C;0.82996800
R902603443;4312;0.347600;15.214800;A;C;0.82996800
R902006258;4302;0.355500;15.431600;A;C;0.82996800
R902272140;4191;0.363400;15.642800;A;C;0.82996800
R902404260;4180;0.371300;15.853500;A;C;0.82996800
R902439439;4145;0.379200;16.062400;A;C;0.82996800
R913044774;4140;0.387100;16.271100;A;C;0.82996800
R902066600;4137;0.395000;16.479600;A;C;0.82996800
R913027002;4134;0.402900;16.687900;A;C;0.82996800
R902118513;4119;0.410800;16.895500;A;C;0.82996800
R909153104;4054;0.418700;17.099800;A;B;0.82996800
R909831348;3997;0.426600;17.301200;A;C;0.82996800
R902004827;3924;0.434500;17.499000;A;A;0.82996800
R902299827;3820;0.442400;17.691500;A;C;0.82996800
R902007712;3783;0.450300;17.882200;A;C;0.82996800
R902448327;3780;0.458200;18.072700;A;C;0.82996800
R902004873;3770;0.466100;18.262700;A;B;0.82996800
R909156310;3762;0.474000;18.452300;A;C;0.82996800
R902013063;3759;0.481900;18.641700;A;C;0.82996800
R909446763;3717;0.489800;18.829000;A;C;0.82996800
R901462048;3708;0.497700;19.015900;A;C;0.82996800
R902252492;3708;0.505600;19.202800;A;C;0.82996800
R902205416;3705;0.513500;19.389500;A;C;0.82996800
R902252430;3699;0.521400;19.575900;A;C;0.82996800
R902127868;3693;0.529300;19.762000;A;C;0.82996800
R902273898;3693;0.537200;19.948100;A;C;0.82996800
R913010011;3690;0.545100;20.134100;A;C;0.82996800
R902602011;3672;0.553000;20.319200;A;C;0.82996800
R909154344;3669;0.560900;20.504100;A;C;0.82996800
R902066599;3648;0.568800;20.687900;A;C;0.82996800
R902041873;3642;0.576700;20.871400;A;C;0.82996800
R909152775;3633;0.584600;21.054500;A;C;0.82996800
R902210083;3627;0.592500;21.237300;A;C;0.82996800
R902400562;3619;0.600400;21.419700;A;C;0.82996800
R909431891;3615;0.608300;21.601900;A;C;0.82996800
R913007069;3552;0.616200;21.780900;A;C;0.82996800
R902252004;3538;0.624100;21.959200;A;X;0.82996800
R909154293;3492;0.632000;22.135200;A;C;0.82996800
R902291025;3470;0.639900;22.310100;A;C;0.82996800
R913064588;3456;0.647800;22.484300;A;C;0.82996800
R909154382;3453;0.655700;22.658300;A;C;0.82996800
R902105645;3426;0.663600;22.831000;A;C;0.82996800
R909414515;3412;0.671500;23.003000;A;B;0.82996800
R902602013;3390;0.679400;23.173800;A;C;0.82996800
R902118908;3378;0.687300;23.344000;A;C;0.82996800
R902061923;3378;0.695200;23.514200;A;C;0.82996800
R909830083;3354;0.703100;23.683200;A;C;0.82996800
R902191268;3339;0.711000;23.851500;A;C;0.82996800
R909422021;3306;0.718900;24.018100;A;C;0.82996800
R909449810;3270;0.726800;24.182900;A;C;0.82996800
R909651036;3102;0.734700;24.339200;A;C;0.82996800
R909831337;3045;0.742600;24.492700;A;C;0.82996800
R902602206;3010;0.750500;24.644400;A;C;0.82996800
R909650209;2946;0.758400;24.792900;A;C;0.82996800
R902260621;2910;0.766300;24.939500;A;C;0.82996800
R909440537;2868;0.774200;25.084000;A;C;0.82996800
R902205454;2862;0.782100;25.228200;A;C;0.82996800
R909422217;2850;0.790000;25.371800;A;C;0.82996800
R913037188;2754;0.797900;25.510600;A;C;0.82996800
R902460826;2718;0.805800;25.647600;A;C;0.82996800
R909156492;2717;0.813700;25.784500;A;C;0.82996800
R909831574;2715;0.821600;25.921300;A;C;0.82996800
R902283570;2709;0.829500;26.057800;A;C;0.82996800
R902283514;2697;0.837400;26.193700;A;C;0.82996800
R909156497;2673;0.845300;26.328400;A;C;0.82996800
R913027013;2670;0.853200;26.462900;A;C;0.82996800
R902603454;2667;0.861100;26.597300;A;C;0.82996800
R902191286;2631;0.869000;26.729900;A;C;0.82996800
R902192594;2613;0.876900;26.861600;A;C;0.82996800
R902603777;2610;0.884800;26.993100;A;C;0.82996800
R909154687;2589;0.892700;27.123600;A;C;0.82996800
R909831178;2580;0.900600;27.253600;A;C;0.82996800
R917011550;2574;0.908500;27.383300;A;C;0.82996800
R902439442;2574;0.916400;27.513000;A;A;0.82996800
R909083824;2574;0.924300;27.642700;A;C;0.82996800
R909156259;2574;0.932200;27.772400;A;C;0.82996800
R902273759;2526;0.940100;27.899700;A;C;0.82996800
R902007949;2511;0.948000;28.026200;A;C;0.82996800
R909921505;2505;0.955900;28.152400;A;C;0.82996800
R909086498;2496;0.963800;28.278200;A;C;0.82996800
R902195221;2490;0.971700;28.403700;A;C;0.82996800
R909156605;2466;0.979600;28.528000;A;C;0.82996800
R902273950;2436;0.987500;28.650800;A;C;0.82996800
R909083416;2436;0.995400;28.773600;A;C;0.82996800
R913061555;2409;1.003300;28.895000;A;C;0.82996800
R913009057;2408;1.011200;29.016300;A;X;0.82996800
R902003862;2398;1.019100;29.137100;A;A;0.82996800
R902003862;2398;1.027000;29.257900;A;C;0.82996800
R909156493;2352;1.034900;29.376400;A;C;0.82996800
R902213210;2342;1.042800;29.494400;A;A;0.82996800
R902007564;2336;1.050700;29.612100;A;B;0.82996800
R902279657;2328;1.058600;29.729400;A;C;0.82996800
R902007563;2302;1.066500;29.845400;A;B;0.82996800
R909422949;2289;1.074400;29.960700;A;C;0.82996800
R902205455;2250;1.082300;30.074100;A;C;0.82996800
R909435649;2250;1.090200;30.187500;A;C;0.82996800
R909085365;2214;1.098100;30.299100;A;C;0.82996800
R902453793;2205;1.106000;30.410200;A;C;0.82996800
R909083828;2187;1.113900;30.520400;A;C;0.82996800
R902020313;2180;1.121800;30.630200;A;A;0.82996800
R902283565;2172;1.129700;30.739600;A;C;0.82996800
R902213209;2164;1.137600;30.848600;A;A;0.82996800
R902034801;2160;1.145500;30.957400;A;B;0.82996800
R902000693;2152;1.153400;31.065800;A;B;0.82996800
R909921707;2151;1.161300;31.174200;A;C;0.82996800
R902066594;2128;1.169200;31.281400;A;C;0.82996800
R902602741;2115;1.177100;31.388000;A;C;0.82996800
R902272100;2109;1.185000;31.494300;A;C;0.82996800
R902603572;2109;1.192900;31.600600;A;C;0.82996800
R917010105;2091;1.200800;31.706000;A;C;0.82996800
R909831659;2085;1.208700;31.811100;A;C;0.82996800
R909449686;2079;1.216600;31.915900;A;C;0.82996800
R902089147;2073;1.224500;32.020400;A;C;0.82996800
R902191127;2061;1.232400;32.124200;A;C;0.82996800
R913032365;2034;1.240300;32.226700;A;C;0.82996800
R909153104;2027;1.248200;32.328800;A;C;0.82996800
R913038224;2024;1.256100;32.430800;A;C;0.82996800
R909400263;1998;1.264000;32.531500;A;C;0.82996800
R902273806;1990;1.271900;32.631800;A;C;0.82996800
R902076829;1978;1.279800;32.731500;A;B;0.82996800
R902004827;1962;1.287700;32.830400;A;C;0.82996800
R902280484;1956;1.295600;32.929000;A;C;0.82996800
R902105527;1956;1.303500;33.027600;A;A;0.82996800
R909086336;1944;1.311400;33.125500;A;C;0.82996800
R902603696;1944;1.319300;33.223400;A;C;0.82996800
R902602216;1944;1.327200;33.321300;A;C;0.82996800
R902066596;1935;1.335100;33.418800;A;C;0.82996800
R902121243;1929;1.343000;33.516000;A;C;0.82996800
R909400264;1926;1.350900;33.613000;A;C;0.82996800
R902287483;1920;1.358800;33.709700;A;C;0.82996800
R909921997;1914;1.366700;33.806100;A;C;0.82996800
R902127778;1905;1.374600;33.902100;A;C;0.82996800
R909921366;1905;1.382500;33.998100;A;C;0.82996800
R909444842;1899;1.390400;34.093800;A;C;0.82996800
R909921938;1896;1.398300;34.189300;A;C;0.82996800
R902205456;1890;1.406200;34.284500;A;C;0.82996800
R909154688;1888;1.414100;34.379600;A;B;0.82996800
R902004873;1885;1.422000;34.474600;A;C;0.82996800
R902013062;1866;1.429900;34.568600;A;C;0.82996800
R909084419;1866;1.437800;34.662600;A;C;0.82996800
R902600837;1863;1.445700;34.756500;A;C;0.82996800
R909083417;1860;1.453600;34.850200;A;C;0.82996800
R909444589;1844;1.461500;34.943100;A;A;0.82996800
R902602010;1836;1.469400;35.035600;A;C;0.82996800
R902602011;1836;1.477300;35.128100;A;B;0.82996800
R902006254;1833;1.485200;35.220500;A;C;0.82996800
R909921936;1818;1.493100;35.312100;A;C;0.82996800
R902439646;1814;1.501000;35.403500;A;B;0.82996800
R902029526;1804;1.508900;35.494400;A;A;0.82996800
R902103346;1800;1.516800;35.585100;A;C;0.82996800
R902007452;1796;1.524700;35.675600;A;B;0.82996800
R902460846;1791;1.532600;35.765800;A;C;0.82996800
R909157196;1785;1.540500;35.855700;A;C;0.82996800
R902258224;1776;1.548400;35.945200;A;C;0.82996800
R902252004;1769;1.556300;36.034300;A;C;0.82996800
R902244228;1764;1.564200;36.123200;A;C;0.82996800
R909439249;1764;1.572100;36.212100;A;C;0.82996800
R902603697;1756;1.580000;36.300600;A;C;0.82996800
R909922179;1744;1.587900;36.388500;A;X;0.82996800
R902020475;1740;1.595800;36.476200;A;B;0.82996800
R902048381;1725;1.603700;36.563100;A;C;0.82996800
R909083790;1725;1.611600;36.650000;A;C;0.82996800
R000000892;1724;1.619500;36.736900;A;C;0.82996800
R909085360;1713;1.627400;36.823200;A;C;0.82996800
R909831381;1710;1.635300;36.909400;A;C;0.82996800
R909414515;1706;1.643200;36.995400;A;C;0.82996800
R909418545;1704;1.651100;37.081300;A;C;0.82996800
R917012857;1704;1.659000;37.167200;A;C;0.82996800
R909433110;1689;1.666900;37.252300;A;C;0.82996800
R909156665;1689;1.674800;37.337400;A;C;0.82996800
R902278458;1689;1.682700;37.422500;A;C;0.82996800
R902195002;1683;1.690600;37.507300;A;C;0.82996800
R909157197;1680;1.698500;37.591900;A;C;0.82996800
R902010621;1674;1.706400;37.676200;A;C;0.82996800
R902439439;1658;1.714300;37.759700;A;A;0.82996800
R902600839;1656;1.722200;37.843100;A;C;0.82996800
R902602037;1655;1.730100;37.926500;A;C;0.82996800
R902205451;1653;1.738000;38.009800;A;C;0.82996800
R909831203;1650;1.745900;38.092900;A;C;0.82996800
R902039737;1641;1.753800;38.175600;A;C;0.82996800
R909436102;1638;1.761700;38.258100;A;C;0.82996800
R909156100;1635;1.769600;38.340500;A;C;0.82996800
R909831204;1635;1.777500;38.422900;A;C;0.82996800
R909831380;1632;1.785400;38.505100;A;C;0.82996800
R902010571;1632;1.793300;38.587300;A;B;0.82996800
R902118684;1632;1.801200;38.669500;A;C;0.82996800
R909408786;1626;1.809100;38.751400;A;C;0.82996800
R909651680;1626;1.817000;38.833300;A;C;0.82996800
R902010572;1618;1.824900;38.914800;A;B;0.82996800
R902157449;1614;1.832800;38.996100;A;C;0.82996800
R902192958;1614;1.840700;39.077400;A;C;0.82996800
R900748992;1605;1.848600;39.158300;A;C;0.82996800
R902154169;1604;1.856500;39.239100;A;A;0.82996800
R902603002;1590;1.864400;39.319200;A;C;0.82996800
R902602008;1580;1.872300;39.398800;A;C;0.82996800
R909449884;1578;1.880200;39.478300;A;C;0.82996800
R909437084;1575;1.888100;39.557600;A;C;0.82996800
R902117356;1574;1.896000;39.636900;A;A;0.82996800
R913051689;1569;1.903900;39.715900;A;C;0.82996800
R909830383;1568;1.911800;39.794900;A;C;0.82996800
R909400441;1561;1.919700;39.873500;A;C;0.82996800
R902152625;1557;1.927600;39.951900;A;C;0.82996800
R913005584;1545;1.935500;40.029700;A;C;0.82996800
R909830152;1544;1.943400;40.107500;A;X;0.82996800
R909085709;1533;1.951300;40.184700;A;C;0.82996800
R902434839;1533;1.959200;40.261900;A;C;0.82996800
R902603727;1518;1.967100;40.338400;A;C;0.82996800
R902272360;1500;1.975000;40.414000;A;C;0.82996800
R902601471;1497;1.982900;40.489400;A;C;0.82996800
R902280197;1497;1.990800;40.564800;A;C;0.82996800
R902244230;1488;1.998700;40.639800;A;C;0.82996800
R902118767;1488;2.006600;40.714800;A;C;0.82996800
R902152626;1479;2.014500;40.789300;A;C;0.82996800
R909650430;1476;2.022400;40.863700;A;C;0.82996800
R902017521;1470;2.030300;40.937800;A;C;0.82996800
R909152493;1464;2.038200;41.011600;A;C;0.82996800
R902278353;1464;2.046100;41.085400;A;C;0.82996800
R902283569;1461;2.054000;41.159000;A;C;0.82996800
R902192593;1440;2.061900;41.231500;A;C;0.82996800
R913009665;1437;2.069800;41.303900;A;C;0.82996800
R902272376;1436;2.077700;41.376200;A;C;0.82996800
R909830165;1434;2.085600;41.448400;A;C;0.82996800
R902191195;1434;2.093500;41.520600;A;C;0.82996800
R902213233;1432;2.101400;41.592700;A;A;0.82996800
R909156625;1425;2.109300;41.664500;A;C;0.82996800
R913055216;1425;2.117200;41.736300;A;C;0.82996800
R902191260;1425;2.125100;41.808100;A;C;0.82996800
R909086679;1419;2.133000;41.879600;A;C;0.82996800
R913061556;1419;2.140900;41.951100;A;C;0.82996800
R909153685;1416;2.148800;42.022400;A;B;0.82996800
R902191259;1416;2.156700;42.093700;A;X;0.82996800
R902191357;1413;2.164600;42.164900;A;C;0.82996800
R913044948;1407;2.172500;42.235800;A;C;0.82996800
R909921550;1407;2.180400;42.306700;A;C;0.82996800
R909922004;1404;2.188300;42.377400;A;C;0.82996800
R902167368;1404;2.196200;42.448100;A;C;0.82996800
R909083415;1400;2.204100;42.518600;A;C;0.82996800
R902273554;1398;2.212000;42.589000;A;C;0.82996800
R909153245;1398;2.219900;42.659400;A;C;0.82996800
R909921430;1395;2.227800;42.729700;A;C;0.82996800
R902283572;1392;2.235700;42.799800;A;C;0.82996800
R902006260;1392;2.243600;42.869900;A;C;0.82996800
R902120458;1388;2.251500;42.939800;A;C;0.82996800
R902120458;1388;2.259400;43.009700;A;A;0.82996800
R909435254;1386;2.267300;43.079500;A;C;0.82996800
R902006261;1383;2.275200;43.149200;A;C;0.82996800
R902039791;1378;2.283100;43.218600;A;B;0.82996800
R909156496;1368;2.291000;43.287500;A;C;0.82996800
R909449684;1359;2.298900;43.356000;A;C;0.82996800
R909405732;1353;2.306800;43.424200;A;C;0.82996800
R909650228;1350;2.314700;43.492200;A;C;0.82996800
R909606779;1341;2.322600;43.559800;A;C;0.82996800
R902269327;1338;2.330500;43.627200;A;C;0.82996800
R902153456;1332;2.338400;43.694300;A;A;0.82996800
R902192956;1329;2.346300;43.761200;A;C;0.82996800
R902283568;1329;2.354200;43.828100;A;C;0.82996800
R909157582;1320;2.362100;43.894600;A;C;0.82996800
R902130076;1314;2.370000;43.960800;A;C;0.82996800
R902273736;1311;2.377900;44.026800;A;C;0.82996800
R902252295;1308;2.385800;44.092700;A;C;0.82996800
R909154918;1308;2.393700;44.158600;A;C;0.82996800
R902006256;1302;2.401600;44.224200;A;C;0.82996800
R902249196;1299;2.409500;44.289600;A;C;0.82996800
R909650395;1299;2.417400;44.355000;A;C;0.82996800
R902600196;1299;2.425300;44.420400;A;C;0.82996800
R902278082;1296;2.433200;44.485700;A;C;0.82996800
R909831178;1290;2.441100;44.550700;A;A;0.82996800
R909086765;1287;2.449000;44.615500;A;C;0.82996800
R902046983;1284;2.456900;44.680200;A;A;0.82996800
R909830424;1278;2.464800;44.744600;A;C;0.82996800
R909831371;1272;2.472700;44.808700;A;C;0.82996800
R902244227;1272;2.480600;44.872800;A;C;0.82996800
R909431554;1270;2.488500;44.936800;A;B;0.82996800
R909443447;1266;2.496400;45.000600;A;C;0.82996800
R902124756;1266;2.504300;45.064400;A;C;0.82996800
R902603223;1263;2.512200;45.128000;A;C;0.82996800
R902602012;1256;2.520100;45.191300;A;C;0.82996800
R930070446;1242;2.528000;45.253900;A;C;0.82996800
R902031286;1239;2.535900;45.316300;A;C;0.82996800
R909431514;1239;2.543800;45.378700;A;C;0.82996800
R909435465;1230;2.551700;45.440700;A;C;0.82996800
R902086354;1227;2.559600;45.502500;A;C;0.82996800
R909832131;1224;2.567500;45.564200;A;C;0.82996800
R902273960;1221;2.575400;45.625700;A;C;0.82996800
R902269324;1221;2.583300;45.687200;A;C;0.82996800
R902025649;1215;2.591200;45.748400;A;C;0.82996800
R913009057;1204;2.599100;45.809000;A;C;0.82996800
R902272227;1203;2.607000;45.869600;A;C;0.82996800
R902603132;1200;2.614900;45.930000;A;C;0.82996800
R902114380;1197;2.622800;45.990300;A;C;0.82996800
R902205399;1197;2.630700;46.050600;A;C;0.82996800
R902213073;1196;2.638600;46.110800;A;A;0.82996800
R902103347;1182;2.646500;46.170300;A;C;0.82996800
R902072552;1182;2.654400;46.229800;A;C;0.82996800
R909422940;1179;2.662300;46.289200;A;C;0.82996800
R909449885;1179;2.670200;46.348600;A;C;0.82996800
R909156493;1176;2.678100;46.407800;A;A;0.82996800
R909921396;1173;2.686000;46.466900;A;C;0.82996800
R902213210;1171;2.693900;46.525900;A;C;0.82996800
R909085947;1170;2.701800;46.584800;A;C;0.82996800
R902071729;1170;2.709700;46.643700;A;C;0.82996800
R902007564;1168;2.717600;46.702500;A;C;0.82996800
R913022795;1162;2.725500;46.761000;A;C;0.82996800
R902438307;1162;2.733400;46.819500;A;C;0.82996800
R909086465;1160;2.741300;46.877900;A;C;0.82996800
R902278189;1158;2.749200;46.936200;A;C;0.82996800
R902283573;1158;2.757100;46.994500;A;C;0.82996800
R902007563;1151;2.765000;47.052500;A;C;0.82996800
R902603226;1150;2.772900;47.110400;A;C;0.82996800
R902013255;1149;2.780800;47.168300;A;C;0.82996800
R902152624;1149;2.788700;47.226200;A;C;0.82996800
R909087079;1140;2.796600;47.283600;A;C;0.82996800
R902279726;1140;2.804500;47.341000;A;C;0.82996800
R909086487;1136;2.812400;47.398200;A;C;0.82996800
R909154685;1134;2.820300;47.455300;A;C;0.82996800
R902015656;1131;2.828200;47.512300;A;C;0.82996800
R909921506;1131;2.836100;47.569300;A;C;0.82996800
R909921905;1125;2.844000;47.626000;A;C;0.82996800
R909921950;1122;2.851900;47.682500;A;C;0.82996800
R902279591;1119;2.859800;47.738900;A;C;0.82996800
R913063912;1113;2.867700;47.795000;A;C;0.82996800
R902258015;1110;2.875600;47.850900;A;C;0.82996800
R909425694;1104;2.883500;47.906500;A;C;0.82996800
R909650382;1098;2.891400;47.961800;A;C;0.82996800
R902020313;1090;2.899300;48.016700;A;C;0.82996800
R902258222;1089;2.907200;48.071500;A;C;0.82996800
R902205450;1089;2.915100;48.126300;A;C;0.82996800
R902020312;1088;2.923000;48.181100;A;B;0.82996800
R909449750;1086;2.930900;48.235800;A;C;0.82996800
R902213209;1082;2.938800;48.290300;A;C;0.82996800
R902025586;1080;2.946700;48.344700;A;A;0.82996800
R902600194;1080;2.954600;48.399100;A;C;0.82996800
R902086467;1080;2.962500;48.453500;A;C;0.82996800
R902034801;1080;2.970400;48.507900;A;C;0.82996800
R902602207;1078;2.978300;48.562200;A;C;0.82996800
R902600750;1077;2.986200;48.616400;A;C;0.82996800
R902000693;1076;2.994100;48.670600;A;C;0.82996800
R902279658;1072;3.002000;48.724600;A;C;0.82996800
R902195224;1071;3.009900;48.778500;A;C;0.82996800
R902025526;1070;3.017800;48.832400;A;A;0.82996800
R909156249;1068;3.025700;48.886200;A;C;0.82996800
R909831206;1065;3.033600;48.939800;A;C;0.82996800
R909432774;1062;3.041500;48.993300;A;C;0.82996800
R902077943;1054;3.049400;49.046400;A;A;0.82996800
R902228944;1050;3.057300;49.099300;A;C;0.82996800
R902010622;1046;3.065200;49.152000;A;B;0.82996800
R902041931;1040;3.073100;49.204400;A;A;0.82996800
R902041872;1038;3.081000;49.256700;A;C;0.82996800
R909083420;1038;3.088900;49.309000;A;C;0.82996800
R902108608;1035;3.096800;49.361100;A;C;0.82996800
R902210003;1035;3.104700;49.413200;A;C;0.82996800
R909156668;1026;3.112600;49.464900;A;C;0.82996800
R901451360;1023;3.120500;49.516400;A;C;0.82996800
R909830683;1023;3.128400;49.567900;A;C;0.82996800
R902602395;1017;3.136300;49.619100;A;C;0.82996800
R902094214;1014;3.144200;49.670200;A;B;0.82996800
R909156494;1012;3.152100;49.721200;A;C;0.82996800
R902603728;1011;3.160000;49.772100;A;C;0.82996800
R909651520;1011;3.167900;49.823000;A;C;0.82996800
R902136991;1011;3.175800;49.873900;A;C;0.82996800
R902561138;1010;3.183700;49.924800;A;C;0.82996800
R909436083;1008;3.191600;49.975600;A;C;0.82996800
R902061924;1008;3.199500;50.026400;A;C;0.82996800
R902601820;1005;3.207400;50.077000;A;C;0.82996800
R902108518;1002;3.215300;50.127500;A;C;0.82996800
R909400263;999;3.223200;50.177800;A;A;0.82996800
R909921500;998;3.231100;50.228100;A;B;0.82996800
R902279077;996;3.239000;50.278300;A;C;0.82996800
R909831382;990;3.246900;50.328200;A;C;0.82996800
R909421289;990;3.254800;50.378100;A;C;0.82996800
R909921549;990;3.262700;50.428000;A;C;0.82996800
R902076829;989;3.270600;50.477800;A;C;0.82996800
R909433093;987;3.278500;50.527500;A;C;0.82996800
R902097705;984;3.286400;50.577100;A;C;0.82996800
R902037725;984;3.294300;50.626700;A;C;0.82996800
R902603192;984;3.302200;50.676300;A;C;0.82996800
R902272221;981;3.310100;50.725700;A;C;0.82996800
R902013157;981;3.318000;50.775100;A;C;0.82996800
R909651516;981;3.325900;50.824500;A;C;0.82996800
R902602493;980;3.333800;50.873900;A;C;0.82996800
R902105527;978;3.341700;50.923200;A;C;0.82996800
R902244161;975;3.349600;50.972300;A;C;0.82996800
R902283129;975;3.357500;51.021400;A;C;0.82996800
R902130075;975;3.365400;51.070500;A;C;0.82996800
R902191303;974;3.373300;51.119600;A;B;0.82996800
R913037920;972;3.381200;51.168500;A;C;0.82996800
R909084484;972;3.389100;51.217400;A;C;0.82996800
R909154986;972;3.397000;51.266300;A;C;0.82996800
R909830084;966;3.404900;51.314900;A;X;0.82996800
R911342826;966;3.412800;51.363500;A;C;0.82996800
R909400264;963;3.420700;51.412000;A;A;0.82996800
R902139071;963;3.428600;51.460500;A;C;0.82996800
R909443641;960;3.436500;51.508800;A;C;0.82996800
R902272270;951;3.444400;51.556700;A;C;0.82996800
R909651117;951;3.452300;51.604600;A;C;0.82996800
R902025734;951;3.460200;51.652500;A;C;0.82996800
R902108519;951;3.468100;51.700400;A;C;0.82996800
R909154688;944;3.476000;51.747900;A;C;0.82996800
R909449411;939;3.483900;51.795200;A;C;0.82996800
R913002054;939;3.491800;51.842500;A;C;0.82996800
R902192957;933;3.499700;51.889500;A;C;0.82996800
R909424057;927;3.507600;51.936200;A;C;0.82996800
R909444589;922;3.515500;51.982600;A;C;0.82996800
R909444103;922;3.523400;52.029000;A;X;0.82996800
R902278081;921;3.531300;52.075400;A;C;0.82996800
R909156987;918;3.539200;52.121600;A;C;0.82996800
R909085802;915;3.547100;52.167700;A;C;0.82996800
R902603191;910;3.555000;52.213500;A;C;0.82996800
R909074127;909;3.562900;52.259300;A;C;0.82996800
R902013158;909;3.570800;52.305100;A;C;0.82996800
R909651934;906;3.578700;52.350700;A;C;0.82996800
R902157429;906;3.586600;52.396300;A;B;0.82996800
R902600705;906;3.594500;52.441900;A;C;0.82996800
R900012473;906;3.602400;52.487500;A;C;0.82996800
R902603225;905;3.610300;52.533100;A;C;0.82996800
R902029526;902;3.618200;52.578500;A;C;0.82996800
R909830449;900;3.626100;52.623800;A;C;0.82996800
R909087891;900;3.634000;52.669100;A;C;0.82996800
R902007452;898;3.641900;52.714300;A;C;0.82996800
R902008516;897;3.649800;52.759500;A;C;0.82996800
R902066586;897;3.657700;52.804700;A;C;0.82996800
R902600558;894;3.665600;52.849700;A;C;0.82996800
R909153801;894;3.673500;52.894700;A;C;0.82996800
R909831918;894;3.681400;52.939700;A;C;0.82996800
R902127981;892;3.689300;52.984600;A;B;0.82996800
R909083490;891;3.697200;53.029500;A;C;0.82996800
R913009664;891;3.705100;53.074400;A;C;0.82996800
R902258018;890;3.713000;53.119200;A;C;0.82996800
R902600641;888;3.720900;53.163900;A;C;0.82996800
R902010113;888;3.728800;53.208600;A;C;0.82996800
R902041870;888;3.736700;53.253300;A;C;0.82996800
R902025360;888;3.744600;53.298000;A;C;0.82996800
R902603576;888;3.752500;53.342700;A;B;0.82996800
R902603908;886;3.760400;53.387300;A;B;0.82996800
R909440739;882;3.768300;53.431700;A;C;0.82996800
R909440770;882;3.776200;53.476100;A;C;0.82996800
R909432414;882;3.784100;53.520500;A;C;0.82996800
R909830217;879;3.792000;53.564800;A;C;0.82996800
R902103278;879;3.799900;53.609100;A;C;0.82996800
R902603697;878;3.807800;53.653300;A;A;0.82996800
R909154686;876;3.815700;53.697400;A;C;0.82996800
R902205417;876;3.823600;53.741500;A;C;0.82996800
R902269309;876;3.831500;53.785600;A;C;0.82996800
R902006259;876;3.839400;53.829700;A;C;0.82996800
R909830578;876;3.847300;53.873800;A;C;0.82996800
R909921744;873;3.855200;53.917800;A;C;0.82996800
R902283571;873;3.863100;53.961800;A;C;0.82996800
R913062815;873;3.871000;54.005800;A;C;0.82996800
R909922179;872;3.878900;54.049700;A;C;0.82996800
R902020475;870;3.886800;54.093500;A;C;0.82996800
R902269149;864;3.894700;54.137000;A;C;0.82996800
R902015532;862;3.902600;54.180400;A;A;0.82996800
R909921902;861;3.910500;54.223800;A;C;0.82996800
R900760728;861;3.918400;54.267200;A;C;0.82996800
R902287209;858;3.926300;54.310400;A;C;0.82996800
R902600557;858;3.934200;54.353600;A;C;0.82996800
R902269317;855;3.942100;54.396700;A;C;0.82996800
R909074126;855;3.950000;54.439800;A;C;0.82996800
