"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse_neu";"vorherige_ABC_Klasse";"Gini_Koeffizient"
R902108673;5;77.048700;99.266000;B;C;0.82996800
R902072594;5;77.056600;99.266200;B;C;0.82996800
R902099869;5;77.064500;99.266400;B;C;0.82996800
R902132129;5;77.072400;99.266600;B;C;0.82996800
R909069096;5;77.080300;99.266800;B;C;0.82996800
R911417460;5;77.088200;99.267000;B;C;0.82996800
R902249329;5;77.096100;99.267200;B;C;0.82996800
R902418043;5;77.104000;99.267400;B;C;0.82996800
R902139762;5;77.111900;99.267600;B;C;0.82996800
R902414138;5;77.119800;99.267800;B;C;0.82996800
R902292708;5;77.127700;99.268000;B;C;0.82996800
R902289061;5;77.135600;99.268200;B;C;0.82996800
R902237307;5;77.143500;99.268400;B;C;0.82996800
R902203694;5;77.151400;99.268600;B;C;0.82996800
R902291270;5;77.159300;99.268800;B;C;0.82996800
R902042335;5;77.167200;99.269000;B;C;0.82996800
R913045423;5;77.175100;99.269200;B;C;0.82996800
R902196916;5;77.183000;99.269400;B;C;0.82996800
R902283946;5;77.190900;99.269600;B;C;0.82996800
R902285944;5;77.198800;99.269800;B;C;0.82996800
R902538652;5;77.206700;99.270000;B;C;0.82996800
R902011557;5;77.214600;99.270200;B;C;0.82996800
R902002217;5;77.222500;99.270400;B;C;0.82996800
R909444373;5;77.230400;99.270600;B;C;0.82996800
R902544139;5;77.238300;99.270800;B;C;0.82996800
R902283564;5;77.246200;99.271000;B;C;0.82996800
R902107976;5;77.254100;99.271200;B;C;0.82996800
R902152823;5;77.262000;99.271400;B;C;0.82996800
R902291271;5;77.269900;99.271600;B;C;0.82996800
R909650170;5;77.277800;99.271800;B;C;0.82996800
R909083203;5;77.285700;99.272000;B;C;0.82996800
R902249344;5;77.293600;99.272200;B;C;0.82996800
R909410982;5;77.301500;99.272400;B;C;0.82996800
R902042038;5;77.309400;99.272600;B;C;0.82996800
R902099026;5;77.317300;99.272800;B;C;0.82996800
R909444330;5;77.325200;99.273000;B;C;0.82996800
R902195759;5;77.333100;99.273200;B;C;0.82996800
R902183516;5;77.341000;99.273400;B;C;0.82996800
R902539603;5;77.348900;99.273600;B;C;0.82996800
R902293141;5;77.356800;99.273800;B;C;0.82996800
R916452073;5;77.364700;99.274000;B;C;0.82996800
R900012472;5;77.372600;99.274200;B;C;0.82996800
R902103594;5;77.380500;99.274400;B;C;0.82996800
R902376500;5;77.388400;99.274600;B;C;0.82996800
R902097092;5;77.396300;99.274800;B;C;0.82996800
R902078207;5;77.404200;99.275000;B;C;0.82996800
R961000764;5;77.412100;99.275200;B;C;0.82996800
R902519567;5;77.420000;99.275400;B;C;0.82996800
R902478537;5;77.427900;99.275600;B;C;0.82996800
R911428353;5;77.435800;99.275800;B;C;0.82996800
R902602293;5;77.443700;99.276000;B;C;0.82996800
R902231673;5;77.451600;99.276200;B;C;0.82996800
R902249280;5;77.459500;99.276400;B;C;0.82996800
R902237659;5;77.467400;99.276600;B;C;0.82996800
R902290382;5;77.475300;99.276800;B;C;0.82996800
R901559797;5;77.483200;99.277000;B;C;0.82996800
R902293380;5;77.491100;99.277200;B;C;0.82996800
R902048803;5;77.499000;99.277400;B;C;0.82996800
R902288693;5;77.506900;99.277600;B;C;0.82996800
R902283089;5;77.514800;99.277800;B;C;0.82996800
R902289466;5;77.522700;99.278000;B;C;0.82996800
R902420988;5;77.530600;99.278200;B;C;0.82996800
R902299604;5;77.538500;99.278400;B;C;0.82996800
R902025846;5;77.546400;99.278600;B;C;0.82996800
R909444434;5;77.554300;99.278800;B;C;0.82996800
R902306888;4;77.562200;99.279000;B;C;0.82996800
R902047884;4;77.570100;99.279200;B;X;0.82996800
R902057022;4;77.578000;99.279400;B;C;0.82996800
R902276481;4;77.585900;99.279600;B;C;0.82996800
R902290127;4;77.593800;99.279800;B;C;0.82996800
R902260709;4;77.601700;99.280000;B;C;0.82996800
R902235534;4;77.609600;99.280200;B;C;0.82996800
R902099910;4;77.617500;99.280400;B;X;0.82996800
R902235591;4;77.625400;99.280600;B;B;0.82996800
R902121066;4;77.633300;99.280800;B;C;0.82996800
R902302683;4;77.641200;99.281000;B;C;0.82996800
R917015143;4;77.649100;99.281200;B;C;0.82996800
R902290496;4;77.657000;99.281400;B;C;0.82996800
R902295158;4;77.664900;99.281600;B;C;0.82996800
R909445594;4;77.672800;99.281800;B;C;0.82996800
R902295163;4;77.680700;99.282000;B;C;0.82996800
R902287561;4;77.688600;99.282200;B;C;0.82996800
R902186098;4;77.696500;99.282400;B;C;0.82996800
R902025602;4;77.704400;99.282600;B;C;0.82996800
R902152885;4;77.712300;99.282800;B;C;0.82996800
R902004396;4;77.720200;99.283000;B;C;0.82996800
R909449921;4;77.728100;99.283200;B;X;0.82996800
R909444292;4;77.736000;99.283400;B;C;0.82996800
R900012980;4;77.743900;99.283600;B;C;0.82996800
R902065593;4;77.751800;99.283800;B;C;0.82996800
R902281287;4;77.759700;99.284000;B;C;0.82996800
R902096436;4;77.767600;99.284200;B;C;0.82996800
R902283216;4;77.775500;99.284400;B;C;0.82996800
R902134873;4;77.783400;99.284600;B;X;0.82996800
R909401003;4;77.791300;99.284800;B;X;0.82996800
R902189254;4;77.799200;99.285000;B;C;0.82996800
R902146564;4;77.807100;99.285200;B;X;0.82996800
R902117394;4;77.815000;99.285400;B;C;0.82996800
R902029483;4;77.822900;99.285600;B;C;0.82996800
R902043274;4;77.830800;99.285800;B;C;0.82996800
R902465480;4;77.838700;99.286000;B;C;0.82996800
R902070780;4;77.846600;99.286200;B;X;0.82996800
R902603019;4;77.854500;99.286400;B;C;0.82996800
R902283590;4;77.862400;99.286600;B;C;0.82996800
R902279770;4;77.870300;99.286800;B;C;0.82996800
R913014844;4;77.878200;99.287000;B;C;0.82996800
R902603706;4;77.886100;99.287200;B;X;0.82996800
R902302704;4;77.894000;99.287400;B;C;0.82996800
R902042243;4;77.901900;99.287600;B;C;0.82996800
R909243317;4;77.909800;99.287800;B;X;0.82996800
R909072022;4;77.917700;99.288000;B;X;0.82996800
R909444008;4;77.925600;99.288200;B;X;0.82996800
R902049791;4;77.933500;99.288400;B;C;0.82996800
R909831231;4;77.941400;99.288600;B;C;0.82996800
R909426485;4;77.949300;99.288800;B;X;0.82996800
R902280466;4;77.957200;99.289000;B;C;0.82996800
R902443013;4;77.965100;99.289200;B;X;0.82996800
R902273072;4;77.973000;99.289400;B;C;0.82996800
R902042898;4;77.980900;99.289600;B;C;0.82996800
R902447129;4;77.988800;99.289800;B;C;0.82996800
R902119610;4;77.996700;99.290000;B;X;0.82996800
R902283368;4;78.004600;99.290200;B;C;0.82996800
R902152570;4;78.012500;99.290400;B;X;0.82996800
R909651093;4;78.020400;99.290600;B;C;0.82996800
R902291621;4;78.028300;99.290800;B;C;0.82996800
R902087466;4;78.036200;99.291000;B;C;0.82996800
R902192582;4;78.044100;99.291200;B;C;0.82996800
R902290303;4;78.052000;99.291400;B;C;0.82996800
R902070311;4;78.059900;99.291600;B;C;0.82996800
R911421636;4;78.067800;99.291800;B;C;0.82996800
R902281153;4;78.075700;99.292000;B;C;0.82996800
R902086293;4;78.083600;99.292200;B;X;0.82996800
R902157143;4;78.091500;99.292400;B;C;0.82996800
R902004099;4;78.099400;99.292600;B;X;0.82996800
R902273007;4;78.107300;99.292800;B;C;0.82996800
R902080198;4;78.115200;99.293000;B;C;0.82996800
R902213296;4;78.123100;99.293200;B;X;0.82996800
R902229606;4;78.131000;99.293400;B;C;0.82996800
R902029418;4;78.138900;99.293600;B;X;0.82996800
R902273002;4;78.146800;99.293800;B;C;0.82996800
R902272479;4;78.154700;99.294000;B;C;0.82996800
R902028721;4;78.162600;99.294200;B;X;0.82996800
R902585828;4;78.170500;99.294400;B;C;0.82996800
R902433534;4;78.178400;99.294600;B;X;0.82996800
R902295086;4;78.186300;99.294800;B;C;0.82996800
R902182707;4;78.194200;99.295000;B;C;0.82996800
R902077949;4;78.202100;99.295200;B;X;0.82996800
R902273522;4;78.210000;99.295400;B;C;0.82996800
R902025472;4;78.217900;99.295600;B;C;0.82996800
R909651171;4;78.225800;99.295800;B;X;0.82996800
R909069120;4;78.233700;99.296000;B;X;0.82996800
R909425003;4;78.241600;99.296200;B;X;0.82996800
R911423636;4;78.249500;99.296400;B;C;0.82996800
R902303600;4;78.257400;99.296600;B;C;0.82996800
R902107510;4;78.265300;99.296800;B;X;0.82996800
R902276039;4;78.273200;99.297000;B;C;0.82996800
R902260699;4;78.281100;99.297200;B;C;0.82996800
R901471631;4;78.289000;99.297400;B;C;0.82996800
R913000828;4;78.296900;99.297600;B;X;0.82996800
R902276059;4;78.304800;99.297800;B;C;0.82996800
R902130186;4;78.312700;99.298000;B;C;0.82996800
R902278369;4;78.320600;99.298200;B;C;0.82996800
R902047882;4;78.328500;99.298400;B;X;0.82996800
R902213380;4;78.336400;99.298600;B;X;0.82996800
R902075336;4;78.344300;99.298800;B;X;0.82996800
R902307071;4;78.352200;99.299000;B;C;0.82996800
R909431358;4;78.360100;99.299200;B;X;0.82996800
R902303556;4;78.368000;99.299400;B;C;0.82996800
R909439912;4;78.375900;99.299600;B;C;0.82996800
R918IW6100;4;78.383800;99.299800;B;C;0.82996800
R902210359;4;78.391700;99.300000;B;C;0.82996800
R902184272;4;78.399600;99.300200;B;C;0.82996800
R909430091;4;78.407500;99.300400;B;C;0.82996800
R902163708;4;78.415400;99.300600;B;C;0.82996800
R902035976;4;78.423300;99.300800;B;C;0.82996800
R902376028;4;78.431200;99.301000;B;C;0.82996800
R909831099;4;78.439100;99.301200;B;X;0.82996800
R902560217;4;78.447000;99.301400;B;C;0.82996800
R902134864;4;78.454900;99.301600;B;X;0.82996800
R902602616;4;78.462800;99.301800;B;C;0.82996800
R917013324;4;78.470700;99.302000;B;C;0.82996800
R902276019;4;78.478600;99.302200;B;C;0.82996800
"0510665147";4;78.486500;99.302400;B;C;0.82996800
R902016547;4;78.494400;99.302600;B;X;0.82996800
R902027730;4;78.502300;99.302800;B;X;0.82996800
R902253290;4;78.510200;99.303000;B;C;0.82996800
R902279248;4;78.518100;99.303200;B;C;0.82996800
R902156475;4;78.526000;99.303400;B;X;0.82996800
R902272862;4;78.533900;99.303600;B;C;0.82996800
R902089444;4;78.541800;99.303800;B;X;0.82996800
R902290341;4;78.549700;99.304000;B;C;0.82996800
R902567697;4;78.557600;99.304200;B;C;0.82996800
R909650173;4;78.565500;99.304400;B;X;0.82996800
R902088200;4;78.573400;99.304600;B;X;0.82996800
R902073296;4;78.581300;99.304800;B;X;0.82996800
R902099527;4;78.589200;99.305000;B;C;0.82996800
"0510565115";4;78.597100;99.305200;B;C;0.82996800
R902249336;4;78.605000;99.305400;B;C;0.82996800
R909921137;4;78.612900;99.305600;B;X;0.82996800
R902567061;4;78.620800;99.305800;B;C;0.82996800
R902260707;4;78.628700;99.306000;B;C;0.82996800
R902131597;4;78.636600;99.306200;B;C;0.82996800
R909921358;4;78.644500;99.306400;B;X;0.82996800
R902304622;4;78.652400;99.306600;B;C;0.82996800
R902047873;4;78.660300;99.306800;B;X;0.82996800
R902272165;4;78.668200;99.307000;B;C;0.82996800
R909410986;4;78.676100;99.307200;B;C;0.82996800
R910993663;4;78.684000;99.307400;B;C;0.82996800
R902283593;4;78.691900;99.307600;B;C;0.82996800
R902118903;4;78.699800;99.307800;B;C;0.82996800
R902272431;4;78.707700;99.308000;B;C;0.82996800
R902209544;4;78.715600;99.308200;B;C;0.82996800
R902235581;4;78.723500;99.308400;B;X;0.82996800
R902067520;4;78.731400;99.308600;B;X;0.82996800
R902119423;4;78.739300;99.308800;B;C;0.82996800
R902737508;4;78.747200;99.309000;B;X;0.82996800
R902035728;4;78.755100;99.309200;B;X;0.82996800
R902136944;4;78.763000;99.309400;B;C;0.82996800
R909435376;4;78.770900;99.309600;B;X;0.82996800
R902290119;4;78.778800;99.309800;B;C;0.82996800
R930081544;4;78.786700;99.310000;B;C;0.82996800
R902279892;4;78.794600;99.310200;B;C;0.82996800
R902031872;4;78.802500;99.310400;B;C;0.82996800
R902288857;4;78.810400;99.310600;B;C;0.82996800
R902249195;4;78.818300;99.310800;B;C;0.82996800
R902305164;4;78.826200;99.311000;B;C;0.82996800
R902719448;4;78.834100;99.311200;B;C;0.82996800
R902273053;4;78.842000;99.311400;B;C;0.82996800
R902132070;4;78.849900;99.311600;B;X;0.82996800
R902206851;4;78.857800;99.311800;B;C;0.82996800
R902078486;4;78.865700;99.312000;B;A;0.82996800
R902242921;4;78.873600;99.312200;B;X;0.82996800
R902012140;4;78.881500;99.312400;B;X;0.82996800
R902287490;4;78.889400;99.312600;B;C;0.82996800
R909921704;4;78.897300;99.312800;B;C;0.82996800
R902182775;4;78.905200;99.313000;B;C;0.82996800
R902086084;4;78.913100;99.313200;B;X;0.82996800
R902291105;4;78.921000;99.313400;B;C;0.82996800
R902304552;4;78.928900;99.313600;B;C;0.82996800
R902586572;4;78.936800;99.313800;B;C;0.82996800
R902231722;4;78.944700;99.314000;B;X;0.82996800
R902244855;4;78.952600;99.314200;B;C;0.82996800
R902132149;4;78.960500;99.314400;B;B;0.82996800
R902650341;4;78.968400;99.314600;B;C;0.82996800
R902062477;4;78.976300;99.314800;B;C;0.82996800
R902303562;4;78.984200;99.315000;B;C;0.82996800
R902279696;4;78.992100;99.315200;B;C;0.82996800
R902106682;4;79.000000;99.315400;B;X;0.82996800
R902279998;4;79.007900;99.315600;B;C;0.82996800
R909242753;4;79.015800;99.315800;B;C;0.82996800
R902279108;4;79.023700;99.316000;B;C;0.82996800
R902254926;4;79.031600;99.316200;B;C;0.82996800
R902290372;4;79.039500;99.316400;B;C;0.82996800
R902201228;4;79.047400;99.316600;B;X;0.82996800
R902295867;4;79.055300;99.316800;B;C;0.82996800
R902295223;4;79.063200;99.317000;B;C;0.82996800
R902015640;4;79.071100;99.317200;B;A;0.82996800
R902291425;4;79.079000;99.317400;B;C;0.82996800
R909922161;4;79.086900;99.317600;B;X;0.82996800
R909410552;4;79.094800;99.317800;B;X;0.82996800
R902105169;4;79.102700;99.318000;B;C;0.82996800
R902302682;4;79.110600;99.318200;B;C;0.82996800
R902017305;4;79.118500;99.318400;B;X;0.82996800
R902603265;4;79.126400;99.318600;B;A;0.82996800
R902254216;4;79.134300;99.318800;B;C;0.82996800
R909650592;4;79.142200;99.319000;B;C;0.82996800
R902130088;4;79.150100;99.319200;B;C;0.82996800
R902650614;4;79.158000;99.319400;B;C;0.82996800
R902115932;4;79.165900;99.319600;B;X;0.82996800
R902121576;4;79.173800;99.319800;B;X;0.82996800
R911426969;4;79.181700;99.320000;B;C;0.82996800
R902047885;4;79.189600;99.320200;B;X;0.82996800
R902260808;4;79.197500;99.320400;B;C;0.82996800
R902028846;4;79.205400;99.320600;B;X;0.82996800
R902042340;4;79.213300;99.320800;B;X;0.82996800
R902302393;4;79.221200;99.321000;B;C;0.82996800
R909444753;4;79.229100;99.321200;B;X;0.82996800
R902077954;4;79.237000;99.321400;B;X;0.82996800
R902043272;4;79.244900;99.321600;B;X;0.82996800
R902043272;4;79.252800;99.321800;B;C;0.82996800
R902273018;4;79.260700;99.322000;B;C;0.82996800
R902285977;4;79.268600;99.322200;B;C;0.82996800
R909409945;4;79.276500;99.322400;B;C;0.82996800
R902191213;4;79.284400;99.322600;B;X;0.82996800
R902106504;4;79.292300;99.322800;B;X;0.82996800
R902119899;4;79.300200;99.323000;B;C;0.82996800
R902081600;4;79.308100;99.323200;B;X;0.82996800
R902299721;4;79.316000;99.323400;B;C;0.82996800
R902272986;4;79.323900;99.323600;B;C;0.82996800
R902277740;4;79.331800;99.323800;B;C;0.82996800
R909069123;4;79.339700;99.324000;B;X;0.82996800
R902062106;4;79.347600;99.324200;B;C;0.82996800
R902279851;4;79.355500;99.324400;B;C;0.82996800
R902110358;4;79.363400;99.324600;B;C;0.82996800
R902161607;4;79.371300;99.324800;B;X;0.82996800
R902272480;4;79.379200;99.325000;B;C;0.82996800
R902303620;4;79.387100;99.325200;B;C;0.82996800
R902047749;4;79.395000;99.325400;B;C;0.82996800
R902089516;4;79.402900;99.325600;B;X;0.82996800
R902221647;4;79.410800;99.325800;B;X;0.82996800
R902273082;4;79.418700;99.326000;B;C;0.82996800
R902100875;4;79.426600;99.326200;B;C;0.82996800
R902302918;4;79.434500;99.326400;B;C;0.82996800
R902269174;4;79.442400;99.326600;B;C;0.82996800
R902276024;4;79.450300;99.326800;B;C;0.82996800
R902273092;4;79.458200;99.327000;B;C;0.82996800
R909412545;4;79.466100;99.327200;B;C;0.82996800
R909060118;4;79.474000;99.327400;B;X;0.82996800
R902138311;4;79.481900;99.327600;B;C;0.82996800
R902249161;4;79.489800;99.327800;B;C;0.82996800
R902096868;4;79.497700;99.328000;B;C;0.82996800
R911408253;4;79.505600;99.328200;B;C;0.82996800
R902130680;4;79.513500;99.328400;B;X;0.82996800
R909408519;4;79.521400;99.328600;B;X;0.82996800
R930075196;4;79.529300;99.328800;B;C;0.82996800
R902270430;4;79.537200;99.329000;B;C;0.82996800
R902162594;4;79.545100;99.329200;B;C;0.82996800
R902277500;4;79.553000;99.329400;B;C;0.82996800
R909080295;4;79.560900;99.329600;B;X;0.82996800
R902115693;4;79.568800;99.329800;B;X;0.82996800
R902213091;4;79.576700;99.330000;B;X;0.82996800
R902153614;4;79.584600;99.330200;B;X;0.82996800
R902060058;4;79.592500;99.330400;B;X;0.82996800
R902581874;4;79.600400;99.330600;B;C;0.82996800
R902558558;4;79.608300;99.330800;B;C;0.82996800
R902157143;4;79.616200;99.331000;B;X;0.82996800
R902057278;4;79.624100;99.331200;B;X;0.82996800
R902451907;4;79.632000;99.331400;B;C;0.82996800
R902049661;4;79.639900;99.331600;B;C;0.82996800
R902249335;4;79.647800;99.331800;B;C;0.82996800
R902035741;4;79.655700;99.332000;B;C;0.82996800
R902277872;4;79.663600;99.332200;B;C;0.82996800
R902295680;4;79.671500;99.332400;B;C;0.82996800
R902086151;4;79.679400;99.332600;B;C;0.82996800
R902042369;4;79.687300;99.332800;B;C;0.82996800
R902602616;4;79.695200;99.333000;B;X;0.82996800
R902099385;4;79.703100;99.333200;B;C;0.82996800
R902009508;4;79.711000;99.333400;B;C;0.82996800
R902291835;4;79.718900;99.333600;B;C;0.82996800
R902071473;4;79.726800;99.333800;B;C;0.82996800
R909243318;4;79.734700;99.334000;B;C;0.82996800
R902486643;4;79.742600;99.334200;B;X;0.82996800
R909449383;4;79.750500;99.334400;B;X;0.82996800
R902200440;4;79.758400;99.334600;B;X;0.82996800
R902114010;4;79.766300;99.334800;B;C;0.82996800
R902290051;4;79.774200;99.335000;B;C;0.82996800
R909436509;4;79.782100;99.335200;B;C;0.82996800
"2917760097";4;79.790000;99.335400;B;C;0.82996800
R902008020;4;79.797900;99.335600;B;B;0.82996800
R930076250;4;79.805800;99.335800;B;C;0.82996800
R909410289;4;79.813700;99.336000;B;X;0.82996800
R902202429;4;79.821600;99.336200;B;C;0.82996800
R902252017;4;79.829500;99.336400;B;C;0.82996800
R902270415;4;79.837400;99.336600;B;C;0.82996800
R909156292;4;79.845300;99.336800;B;X;0.82996800
R902737507;4;79.853200;99.337000;B;C;0.82996800
R902305165;4;79.861100;99.337200;B;C;0.82996800
R902289327;4;79.869000;99.337400;B;C;0.82996800
R902285184;4;79.876900;99.337600;B;C;0.82996800
R902292881;4;79.884800;99.337800;B;C;0.82996800
R902260921;4;79.892700;99.338000;B;C;0.82996800
R902001377;4;79.900600;99.338200;B;X;0.82996800
R902289188;4;79.908500;99.338400;B;C;0.82996800
R902067779;4;79.916400;99.338600;B;C;0.82996800
R902034055;4;79.924300;99.338800;B;C;0.82996800
R902118698;4;79.932200;99.339000;B;C;0.82996800
R902276015;4;79.940100;99.339200;B;C;0.82996800
R902035872;4;79.948000;99.339400;B;X;0.82996800
R909650894;4;79.955900;99.339600;B;C;0.82996800
R902737511;4;79.963800;99.339800;B;C;0.82996800
R902198899;4;79.971700;99.340000;B;X;0.82996800
R902295167;4;79.979600;99.340200;B;C;0.82996800
R902094015;4;79.987500;99.340400;B;X;0.82996800
R902257456;4;79.995400;99.340600;B;C;0.82996800
R902292618;4;80.003300;99.340800;C;C;0.82996800
R902257281;4;80.011200;99.341000;C;C;0.82996800
R902272130;4;80.019100;99.341200;C;C;0.82996800
R902282271;4;80.027000;99.341400;C;C;0.82996800
R902224156;4;80.034900;99.341600;C;C;0.82996800
R902582908;4;80.042800;99.341800;C;C;0.82996800
R928006864;4;80.050700;99.342000;C;C;0.82996800
R902281367;4;80.058600;99.342200;C;C;0.82996800
R902134690;4;80.066500;99.342400;C;X;0.82996800
R902272429;4;80.074400;99.342600;C;C;0.82996800
"0510725229";4;80.082300;99.342800;C;C;0.82996800
R902035876;4;80.090200;99.343000;C;X;0.82996800
R902039741;4;80.098100;99.343200;C;C;0.82996800
R909921263;4;80.106000;99.343400;C;C;0.82996800
R917014747;4;80.113900;99.343600;C;C;0.82996800
R902272405;4;80.121800;99.343800;C;C;0.82996800
R902281687;4;80.129700;99.344000;C;C;0.82996800
R902482932;4;80.137600;99.344200;C;X;0.82996800
R902482726;4;80.145500;99.344400;C;X;0.82996800
R902578570;4;80.153400;99.344600;C;C;0.82996800
R909009150;4;80.161300;99.344800;C;X;0.82996800
R902201219;4;80.169200;99.345000;C;C;0.82996800
R902119788;4;80.177100;99.345200;C;C;0.82996800
R902260927;4;80.185000;99.345400;C;C;0.82996800
R902021745;4;80.192900;99.345600;C;X;0.82996800
R902159492;4;80.200800;99.345800;C;C;0.82996800
R902082013;4;80.208700;99.346000;C;X;0.82996800
R909443496;4;80.216600;99.346200;C;X;0.82996800
R902293344;4;80.224500;99.346400;C;C;0.82996800
R902063904;4;80.232400;99.346600;C;X;0.82996800
R902213476;4;80.240300;99.346800;C;C;0.82996800
R902195165;3;80.248200;99.346900;C;C;0.82996800
R902120561;3;80.256100;99.347000;C;C;0.82996800
R902118704;3;80.264000;99.347100;C;C;0.82996800
R909153729;3;80.271900;99.347200;C;C;0.82996800
R902010120;3;80.279800;99.347300;C;C;0.82996800
R902113532;3;80.287700;99.347400;C;C;0.82996800
R902240689;3;80.295600;99.347500;C;C;0.82996800
R902554232;3;80.303500;99.347600;C;C;0.82996800
R902603773;3;80.311400;99.347700;C;C;0.82996800
R902517370;3;80.319300;99.347800;C;C;0.82996800
R902222839;3;80.327200;99.347900;C;C;0.82996800
R902236681;3;80.335100;99.348000;C;C;0.82996800
R902269050;3;80.343000;99.348100;C;C;0.82996800
R909057613;3;80.350900;99.348200;C;C;0.82996800
R902207662;3;80.358800;99.348300;C;C;0.82996800
R902081349;3;80.366700;99.348400;C;C;0.82996800
R909445748;3;80.374600;99.348500;C;C;0.82996800
R909435881;3;80.382500;99.348600;C;C;0.82996800
R909153928;3;80.390400;99.348700;C;C;0.82996800
R909419287;3;80.398300;99.348800;C;C;0.82996800
R902127890;3;80.406200;99.348900;C;C;0.82996800
R909086377;3;80.414100;99.349000;C;C;0.82996800
R902115023;3;80.422000;99.349100;C;C;0.82996800
R902249339;3;80.429900;99.349200;C;C;0.82996800
R902248695;3;80.437800;99.349300;C;C;0.82996800
"0510769039";3;80.445700;99.349400;C;C;0.82996800
R902105531;3;80.453600;99.349500;C;C;0.82996800
R902110206;3;80.461500;99.349600;C;C;0.82996800
R902254634;3;80.469400;99.349700;C;C;0.82996800
R902014323;3;80.477300;99.349800;C;C;0.82996800
R902273051;3;80.485200;99.349900;C;C;0.82996800
R902127937;3;80.493100;99.350000;C;C;0.82996800
R902020494;3;80.501000;99.350100;C;C;0.82996800
R902603581;3;80.508900;99.350200;C;C;0.82996800
R909073852;3;80.516800;99.350300;C;C;0.82996800
R909443850;3;80.524700;99.350400;C;C;0.82996800
R909412572;3;80.532600;99.350500;C;C;0.82996800
R902209843;3;80.540500;99.350600;C;C;0.82996800
R902254644;3;80.548400;99.350700;C;C;0.82996800
R909443685;3;80.556300;99.350800;C;C;0.82996800
R909449394;3;80.564200;99.350900;C;C;0.82996800
R909431359;3;80.572100;99.351000;C;C;0.82996800
R902126566;3;80.580000;99.351100;C;C;0.82996800
R900568316;3;80.587900;99.351200;C;C;0.82996800
R902224057;3;80.595800;99.351300;C;C;0.82996800
R902053357;3;80.603700;99.351400;C;C;0.82996800
R909078951;3;80.611600;99.351500;C;C;0.82996800
R909087160;3;80.619500;99.351600;C;C;0.82996800
R909405866;3;80.627400;99.351700;C;C;0.82996800
R902188925;3;80.635300;99.351800;C;C;0.82996800
R902080840;3;80.643200;99.351900;C;C;0.82996800
R909242883;3;80.651100;99.352000;C;C;0.82996800
R902028841;3;80.659000;99.352100;C;C;0.82996800
R909426526;3;80.666900;99.352200;C;C;0.82996800
R909443684;3;80.674800;99.352300;C;C;0.82996800
R902025592;3;80.682700;99.352400;C;C;0.82996800
R902152965;3;80.690600;99.352500;C;C;0.82996800
R902306802;3;80.698500;99.352600;C;C;0.82996800
R902007626;3;80.706400;99.352700;C;C;0.82996800
R902295046;3;80.714300;99.352800;C;C;0.82996800
R909412862;3;80.722200;99.352900;C;C;0.82996800
R902205411;3;80.730100;99.353000;C;C;0.82996800
R909408159;3;80.738000;99.353100;C;C;0.82996800
R909921994;3;80.745900;99.353200;C;C;0.82996800
R902139073;3;80.753800;99.353300;C;C;0.82996800
R902167069;3;80.761700;99.353400;C;C;0.82996800
R902090535;3;80.769600;99.353500;C;C;0.82996800
R902292514;3;80.777500;99.353600;C;C;0.82996800
R902063523;3;80.785400;99.353700;C;C;0.82996800
R902108892;3;80.793300;99.353800;C;C;0.82996800
R909443727;3;80.801200;99.353900;C;C;0.82996800
R909058115;3;80.809100;99.354000;C;C;0.82996800
R909406254;3;80.817000;99.354100;C;C;0.82996800
R902151881;3;80.824900;99.354200;C;C;0.82996800
R902600923;3;80.832800;99.354300;C;C;0.82996800
R902006904;3;80.840700;99.354400;C;C;0.82996800
R909068892;3;80.848600;99.354500;C;C;0.82996800
R902095469;3;80.856500;99.354600;C;C;0.82996800
R902039883;3;80.864400;99.354700;C;C;0.82996800
R902118539;3;80.872300;99.354800;C;C;0.82996800
R902042171;3;80.880200;99.354900;C;C;0.82996800
R902056682;3;80.888100;99.355000;C;C;0.82996800
R909426127;3;80.896000;99.355100;C;C;0.82996800
R902217247;3;80.903900;99.355200;C;C;0.82996800
R909418581;3;80.911800;99.355300;C;C;0.82996800
R902063334;3;80.919700;99.355400;C;C;0.82996800
R909430673;3;80.927600;99.355500;C;C;0.82996800
R909921218;3;80.935500;99.355600;C;C;0.82996800
R909651488;3;80.943400;99.355700;C;C;0.82996800
R909831889;3;80.951300;99.355800;C;C;0.82996800
R902043153;3;80.959200;99.355900;C;C;0.82996800
R909083114;3;80.967100;99.356000;C;C;0.82996800
R902236722;3;80.975000;99.356100;C;C;0.82996800
R909921718;3;80.982900;99.356200;C;C;0.82996800
R902199811;3;80.990800;99.356300;C;C;0.82996800
R928054814;3;80.998700;99.356400;C;C;0.82996800
R902205445;3;81.006600;99.356500;C;C;0.82996800
R902269157;3;81.014500;99.356600;C;C;0.82996800
R909444098;3;81.022400;99.356700;C;C;0.82996800
R902004382;3;81.030300;99.356800;C;C;0.82996800
R909651999;3;81.038200;99.356900;C;C;0.82996800
R902002391;3;81.046100;99.357000;C;C;0.82996800
R902115699;3;81.054000;99.357100;C;C;0.82996800
R902011981;3;81.061900;99.357200;C;C;0.82996800
R902028837;3;81.069800;99.357300;C;C;0.82996800
R902280446;3;81.077700;99.357400;C;C;0.82996800
R902157248;3;81.085600;99.357500;C;C;0.82996800
R902086034;3;81.093500;99.357600;C;C;0.82996800
R909435814;3;81.101400;99.357700;C;C;0.82996800
R909435454;3;81.109300;99.357800;C;C;0.82996800
