"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse";"vorherige_ABC_Klasse"
R909831707;678;5.76630;59.98390;A;C
R909086636;678;5.77524;60.01808;A;C
R909449685;675;5.78418;60.05211;A;C
R902601819;675;5.79312;60.08614;A;C
R900012509;675;5.80206;60.12017;A;C
R909443559;674;5.81100;60.15415;A;B
R909444175;672;5.81994;60.18803;A;A
R909921603;672;5.82888;60.22191;A;C
R909087121;672;5.83782;60.25579;A;C
R902010110;669;5.84676;60.28952;A;C
R902600223;669;5.85570;60.32325;A;C
R902273109;669;5.86464;60.35698;A;C
R902025359;669;5.87358;60.39071;A;C
R902602007;666;5.88252;60.42428;A;C
R902188337;666;5.89146;60.45785;A;C
R902205499;666;5.90040;60.49142;A;C
R902272792;666;5.90934;60.52499;A;C
R902153456;666;5.91828;60.55856;A;C
R909085577;665;5.92722;60.59208;A;C
R902281129;663;5.93616;60.62550;A;C
R902133862;663;5.94510;60.65892;A;C
R902205452;663;5.95404;60.69234;A;C
R909444490;663;5.96298;60.72576;A;C
R902272293;662;5.97192;60.75913;A;C
R902008968;660;5.98086;60.79240;A;C
R909921726;660;5.98980;60.82567;A;C
R902195222;657;5.99874;60.85879;A;C
R909445857;657;6.00768;60.89191;A;C
R902460850;657;6.01662;60.92503;A;C
R902006115;657;6.02556;60.95815;A;C
R909651142;657;6.03450;60.99127;A;C
R909156495;654;6.04344;61.02424;A;C
R902240835;651;6.05238;61.05706;A;C
R902252428;651;6.06132;61.08988;A;C
R902261935;651;6.07026;61.12270;A;C
R917013478;650;6.07920;61.15547;A;C
R902191441;648;6.08814;61.18814;A;C
R902279936;648;6.09708;61.22081;A;C
R902603696;648;6.10602;61.25348;A;B
R902132713;648;6.11496;61.28615;A;C
R902096368;645;6.12390;61.31867;A;C
R902600836;645;6.13284;61.35119;A;C
R902602627;644;6.14178;61.38366;A;C
R902600192;642;6.15072;61.41602;A;C
R902046983;642;6.15966;61.44838;A;C
R909083249;640;6.16860;61.48064;A;C
R902157168;639;6.17754;61.51285;A;C
R902279833;636;6.18648;61.54491;A;C
R902151505;636;6.19542;61.57697;A;C
R909431554;635;6.20436;61.60898;A;C
R909083785;633;6.21330;61.64089;A;C
R909830978;633;6.22224;61.67280;A;C
R909084504;633;6.23118;61.70471;A;C
R902460829;630;6.24012;61.73647;A;C
R909157477;627;6.24906;61.76808;A;C
R902279089;624;6.25800;61.79954;A;C
R902601069;624;6.26694;61.83100;A;C
R902600270;624;6.27588;61.86246;A;C
R902273737;624;6.28482;61.89392;A;C
R902195233;624;6.29376;61.92538;A;C
R909921597;624;6.30270;61.95684;A;C
R902025808;621;6.31164;61.98815;A;C
R902205415;621;6.32058;62.01946;A;C
R909087188;620;6.32952;62.05072;A;C
R917000301;620;6.33846;62.08198;A;C
R902273702;618;6.34740;62.11313;A;C
R902080345;618;6.35634;62.14428;A;C
R902188088;618;6.36528;62.17543;A;C
R902127833;615;6.37422;62.20643;A;C
R909430651;615;6.38316;62.23743;A;C
R909154589;612;6.39210;62.26828;A;C
R902010796;612;6.40104;62.29913;A;X
R902285204;608;6.40998;62.32978;A;C
R902016028;606;6.41892;62.36033;A;C
R909425870;603;6.42786;62.39073;A;B
R902011417;603;6.43680;62.42113;A;C
R902603729;600;6.44574;62.45138;A;C
R902249003;600;6.45468;62.48163;A;C
R913054822;600;6.46362;62.51188;A;C
R909921706;600;6.47256;62.54213;A;C
R902213073;598;6.48150;62.57228;A;C
R902213223;597;6.49044;62.60238;A;C
R909410658;597;6.49938;62.63248;A;C
R909444908;597;6.50832;62.66258;A;C
R902099580;597;6.51726;62.69268;A;C
R902041869;597;6.52620;62.72278;A;C
R902210071;597;6.53514;62.75288;A;C
R902279092;594;6.54408;62.78282;A;C
R909445017;594;6.55302;62.81276;A;C
R909830286;594;6.56196;62.84270;A;C
R902025524;594;6.57090;62.87264;A;A
R902533908;594;6.57984;62.90258;A;C
R909440190;594;6.58878;62.93252;A;X
R909084461;594;6.59772;62.96246;A;C
R902601708;592;6.60666;62.99230;A;C
R909440397;592;6.61560;63.02214;A;A
R909651037;591;6.62454;63.05193;A;C
R909444990;591;6.63348;63.08172;A;C
R909425692;591;6.64242;63.11151;A;C
R909440442;588;6.65136;63.14115;A;B
R909086351;588;6.66030;63.17079;A;C
R909449984;588;6.66924;63.20043;A;C
R902033803;586;6.67818;63.22997;A;B
R909831661;584;6.68712;63.25941;A;C
R902007239;584;6.69606;63.28885;A;A
R909086333;582;6.70500;63.31819;A;C
R909156979;580;6.71394;63.34743;A;C
R909445217;579;6.72288;63.37662;A;C
R909650314;579;6.73182;63.40581;A;C
R902278002;579;6.74076;63.43500;A;C
R909086482;579;6.74970;63.46419;A;C
R909449866;576;6.75864;63.49323;A;B
R902122417;576;6.76758;63.52227;A;X
R902118163;574;6.77652;63.55121;A;A
R902044491;572;6.78546;63.58005;A;A
R909153330;570;6.79440;63.60878;A;C
R902049038;570;6.80334;63.63751;A;C
R909651512;567;6.81228;63.66609;A;C
R909449724;567;6.82122;63.69467;A;C
R902079375;566;6.83016;63.72320;A;B
R909415573;564;6.83910;63.75163;A;C
R909921935;564;6.84804;63.78006;A;C
R902252352;564;6.85698;63.80849;A;C
R909074125;564;6.86592;63.83692;A;A
R902602138;561;6.87486;63.86520;A;C
R902010106;561;6.88380;63.89348;A;C
R902603829;561;6.89274;63.92176;A;C
R930075194;561;6.90168;63.95004;A;C
R902066592;561;6.91062;63.97832;A;C
R902272295;561;6.91956;64.00660;A;C
R902016029;561;6.92850;64.03488;A;C
R909443853;558;6.93744;64.06301;A;A
R902086428;558;6.94638;64.09114;A;C
R902103500;556;6.95532;64.11917;A;X
R902273575;555;6.96426;64.14715;A;C
R902600643;555;6.97320;64.17513;A;C
R902037726;555;6.98214;64.20311;A;C
R909443672;555;6.99108;64.23109;A;C
R902016400;552;7.00002;64.25892;A;C
R902101481;552;7.00896;64.28675;A;C
R902249117;552;7.01790;64.31458;A;C
R902013166;552;7.02684;64.34241;A;C
R902292768;552;7.03578;64.37024;A;C
R902291210;550;7.04472;64.39797;A;C
R909449867;550;7.05366;64.42570;A;B
R902272374;550;7.06260;64.45343;A;C
R902460827;549;7.07154;64.48111;A;C
R909921365;549;7.08048;64.50879;A;C
R902118530;549;7.08942;64.53647;A;C
R902603429;549;7.09836;64.56415;A;C
R902040533;546;7.10730;64.59168;A;C
R902260660;544;7.11624;64.61910;A;C
R902260650;544;7.12518;64.64652;A;C
R902020312;544;7.13412;64.67394;A;C
R902278083;543;7.14306;64.70131;A;C
R902279600;542;7.15200;64.72863;A;C
R902025586;540;7.16094;64.75585;A;C
R909921832;538;7.16988;64.78297;A;B
R909921894;537;7.17882;64.81004;A;C
R902025526;535;7.18776;64.83701;A;C
R902095323;534;7.19670;64.86393;A;C
R909083363;534;7.20564;64.89085;A;C
R902094197;532;7.21458;64.91767;A;C
R902094197;532;7.22352;64.94449;A;B
R902029575;530;7.23246;64.97121;A;B
R900012474;530;7.24140;64.99793;A;C
R909432260;528;7.25034;65.02455;A;C
R902072551;528;7.25928;65.05117;A;C
R909086065;528;7.26822;65.07779;A;C
R902062446;528;7.27716;65.10441;A;C
R902000492;528;7.28610;65.13103;A;C
R909085479;528;7.29504;65.15765;A;C
R902077943;527;7.30398;65.18422;A;C
R902005075;525;7.31292;65.21069;A;C
R902600710;525;7.32186;65.23716;A;C
R902095446;525;7.33080;65.26363;A;C
R902086580;525;7.33974;65.29010;A;C
R902136804;525;7.34868;65.31657;A;C
R909430794;525;7.35762;65.34304;A;C
R902153458;525;7.36656;65.36951;A;C
R909430501;525;7.37550;65.39598;A;C
R902010622;523;7.38444;65.42235;A;C
R902089436;522;7.39338;65.44867;A;A
R902601028;522;7.40232;65.47499;A;C
R902041931;520;7.41126;65.50120;A;C
R902283598;519;7.42020;65.52736;A;C
R902600738;518;7.42914;65.55347;A;C
R902169413;518;7.43808;65.57958;A;B
R902603786;518;7.44702;65.60569;A;B
R902603190;516;7.45596;65.63170;A;C
R902063163;516;7.46490;65.65771;A;C
R902153097;514;7.47384;65.68362;A;A
R909449416;514;7.48278;65.70953;A;B
R902010094;513;7.49172;65.73539;A;C
R902182374;513;7.50066;65.76125;A;C
R909150176;513;7.50960;65.78711;A;C
R902279073;513;7.51854;65.81297;A;C
R909151260;510;7.52748;65.83868;A;C
R902195223;510;7.53642;65.86439;A;C
R902006257;510;7.54536;65.89010;A;C
R902258016;510;7.55430;65.91581;A;C
R902094214;507;7.56324;65.94137;A;C
R902195225;507;7.57218;65.96693;A;C
R902272181;507;7.58112;65.99249;A;C
R909435856;507;7.59006;66.01805;A;C
R902033027;504;7.59900;66.04346;A;C
R909449874;504;7.60794;66.06887;A;C
R902044376;504;7.61688;66.09428;A;B
R902049800;504;7.62582;66.11969;A;C
R902601823;504;7.63476;66.14510;A;C
R913054139;504;7.64370;66.17051;A;C
R902058965;504;7.65264;66.19592;A;C
R909445769;501;7.66158;66.22118;A;C
R902117357;501;7.67052;66.24644;A;C
R909083728;501;7.67946;66.27170;A;C
R902226713;501;7.68840;66.29696;A;C
R917013495;500;7.69734;66.32217;A;C
R909921500;499;7.70628;66.34733;A;C
R902603450;498;7.71522;66.37244;A;C
R902088159;498;7.72416;66.39755;A;C
R902221514;498;7.73310;66.42266;A;C
R909084162;498;7.74204;66.44777;A;C
R902152562;498;7.75098;66.47288;A;C
R902096389;498;7.75992;66.49799;A;C
R900012475;496;7.76886;66.52299;A;C
R902105998;495;7.77780;66.54794;A;C
R902222931;494;7.78674;66.57284;A;A
R909449195;494;7.79568;66.59774;A;B
R902110178;492;7.80462;66.62254;A;C
R902252425;492;7.81356;66.64734;A;C
R909084482;492;7.82250;66.67214;A;C
R909440191;492;7.83144;66.69694;A;X
R909085364;492;7.84038;66.72174;A;C
R902029484;492;7.84932;66.74654;A;B
R902029048;492;7.85826;66.77134;A;C
R902083766;489;7.86720;66.79599;A;C
R909154937;489;7.87614;66.82064;A;C
R913005585;489;7.88508;66.84529;A;C
R902080346;488;7.89402;66.86989;A;B
R902191303;487;7.90296;66.89444;A;C
R913037920;486;7.91190;66.91894;A;X
R909086380;486;7.92084;66.94344;A;C
R909157096;483;7.92978;66.96779;A;C
R909830084;483;7.93872;66.99214;A;C
R902277524;480;7.94766;67.01634;A;C
R902130301;480;7.95660;67.04054;A;X
R902554233;480;7.96554;67.06474;A;C
R902136805;477;7.97448;67.08879;A;C
R902118894;477;7.98342;67.11284;A;C
R902039583;477;7.99236;67.13689;A;C
R902279070;477;8.00130;67.16094;A;C
R909445195;477;8.01024;67.18499;A;C
R902004761;477;8.01918;67.20904;A;C
R902191350;477;8.02812;67.23309;A;C
R902191351;474;8.03706;67.25699;A;C
R902258325;474;8.04600;67.28089;A;C
R909433834;474;8.05494;67.30479;A;C
R902080908;474;8.06388;67.32869;A;C
R902209566;474;8.07282;67.35259;A;C
R902192668;474;8.08176;67.37649;A;C
R902007711;474;8.09070;67.40039;A;X
R909921896;474;8.09964;67.42429;A;C
R909156675;472;8.10858;67.44808;A;C
R909921774;471;8.11752;67.47182;A;C
R902078448;471;8.12646;67.49556;A;C
R909445929;471;8.13540;67.51930;A;C
R902079392;471;8.14434;67.54304;A;C
R902029880;471;8.15328;67.56678;A;C
R902077316;471;8.16222;67.59052;A;C
R902120459;471;8.17116;67.61426;A;C
R909431547;468;8.18010;67.63785;A;C
R909921496;468;8.18904;67.66144;A;C
R902136613;468;8.19798;67.68503;A;C
R902025599;468;8.20692;67.70862;A;A
R909086547;468;8.21586;67.73221;A;C
R902285174;468;8.22480;67.75580;A;C
R909650398;468;8.23374;67.77939;A;C
R902241507;468;8.24268;67.80298;A;C
R909445382;465;8.25162;67.82642;A;C
R902228516;465;8.26056;67.84986;A;C
R902083757;465;8.26950;67.87330;A;C
R902252297;465;8.27844;67.89674;A;C
R910294829;465;8.28738;67.92018;A;C
R902246074;465;8.29632;67.94362;A;C
R902036316;465;8.30526;67.96706;A;C
R902049098;465;8.31420;67.99050;A;C
R909921229;464;8.32314;68.01389;A;B
R902252299;462;8.33208;68.03718;A;C
R909650368;462;8.34102;68.06047;A;C
R902077941;462;8.34996;68.08376;A;B
R909444103;461;8.35890;68.10700;A;C
R902299695;460;8.36784;68.13019;A;C
R902015612;459;8.37678;68.15333;A;C
R902010541;459;8.38572;68.17647;A;C
R902010102;459;8.39466;68.19961;A;C
R902603589;459;8.40360;68.22275;A;C
R902260827;458;8.41254;68.24584;A;C
R909443085;458;8.42148;68.26893;A;B
R902278080;456;8.43042;68.29192;A;C
R902283630;456;8.43936;68.31491;A;C
R902230759;456;8.44830;68.33790;A;C
R902010107;456;8.45724;68.36089;A;C
R902006253;456;8.46618;68.38388;A;C
R909421288;456;8.47512;68.40687;A;C
R902280478;456;8.48406;68.42986;A;C
R902260717;454;8.49300;68.45275;A;C
R902600771;453;8.50194;68.47559;A;C
R902013700;453;8.51088;68.49843;A;C
R902157429;453;8.51982;68.52127;A;C
R902601922;453;8.52876;68.54411;A;C
R902205453;453;8.53770;68.56695;A;C
R909652198;452;8.54664;68.58974;A;X
R902114100;452;8.55558;68.61253;A;A
R902283955;450;8.56452;68.63522;A;C
R909087117;450;8.57346;68.65791;A;C
R913026809;450;8.58240;68.68060;A;C
R902084612;450;8.59134;68.70329;A;C
R902205457;450;8.60028;68.72598;A;C
R913002294;450;8.60922;68.74867;A;C
R902047744;448;8.61816;68.77125;A;B
R902260824;448;8.62710;68.79383;A;C
R900003243;447;8.63604;68.81636;A;C
R902084611;447;8.64498;68.83889;A;C
R909830980;447;8.65392;68.86142;A;C
R902039582;447;8.66286;68.88395;A;C
R902276493;447;8.67180;68.90648;A;C
R909086731;447;8.68074;68.92901;A;C
R902273019;447;8.68968;68.95154;A;C
R902127981;446;8.69862;68.97402;A;C
R902080059;444;8.70756;68.99640;A;C
R913103999;444;8.71650;69.01878;A;C
R902603576;444;8.72544;69.04116;A;C
R909086627;444;8.73438;69.06354;A;C
R909830979;444;8.74332;69.08592;A;C
R909153484;444;8.75226;69.10830;A;C
R902013247;444;8.76120;69.13068;A;C
R902603908;443;8.77014;69.15301;A;C
R909156986;441;8.77908;69.17524;A;C
R909443201;441;8.78802;69.19747;A;C
R902601923;441;8.79696;69.21970;A;C
R902602690;438;8.80590;69.24178;A;C
R902603310;438;8.81484;69.26386;A;C
R902260645;438;8.82378;69.28594;A;C
R902101484;438;8.83272;69.30802;A;C
R902254875;438;8.84166;69.33010;A;C
R909921095;438;8.85060;69.35218;A;C
R902000692;438;8.85954;69.37426;A;B
R902118520;436;8.86848;69.39624;A;X
R909449670;436;8.87742;69.41822;A;C
R902603785;436;8.88636;69.44020;A;B
R902103279;435;8.89530;69.46213;A;C
R902603231;435;8.90424;69.48406;A;C
R902083758;435;8.91318;69.50599;A;C
R902261938;432;8.92212;69.52777;A;C
R902021903;432;8.93106;69.54955;A;C
R902036644;432;8.94000;69.57133;A;C
R902287334;432;8.94894;69.59311;A;C
R909443002;432;8.95788;69.61489;A;B
R902015532;431;8.96682;69.63662;A;C
R902230580;429;8.97576;69.65825;A;C
R909449754;429;8.98470;69.67988;A;C
R902151746;429;8.99364;69.70151;A;C
R902195552;428;9.00258;69.72309;A;C
R902100179;426;9.01152;69.74457;A;X
R909651119;426;9.02046;69.76605;A;C
R902272190;426;9.02940;69.78753;A;C
R909156988;426;9.03834;69.80901;A;C
R913058594;423;9.04728;69.83033;A;C
R902279522;423;9.05622;69.85165;A;C
R902158647;423;9.06516;69.87297;A;C
R902124354;423;9.07410;69.89429;A;C
R902039797;423;9.08304;69.91561;A;C
R902273787;423;9.09198;69.93693;A;C
R909444488;423;9.10092;69.95825;A;C
R909831744;420;9.10986;69.97942;A;C
R902029180;420;9.11880;70.00059;A;C
R909156942;420;9.12774;70.02176;A;C
R902600272;417;9.13668;70.04278;A;C
"2917850097";417;9.14562;70.06380;A;C
R902119273;417;9.15456;70.08482;A;C
R909443213;417;9.16350;70.10584;A;C
R902244316;417;9.17244;70.12686;A;C
R902072553;414;9.18138;70.14773;A;C
R902460849;414;9.19032;70.16860;A;C
R902077958;412;9.19926;70.18937;A;B
R902201374;411;9.20820;70.21009;A;C
R902024600;411;9.21714;70.23081;A;C
R909449330;411;9.22608;70.25153;A;C
R909413920;411;9.23502;70.27225;A;C
R902156676;408;9.24396;70.29282;A;C
R902260600;408;9.25290;70.31339;A;C
R909440735;408;9.26184;70.33396;A;C
R901308610;408;9.27078;70.35453;A;C
R909830537;408;9.27972;70.37510;A;C
R902600381;408;9.28866;70.39567;A;C
R909156361;408;9.29760;70.41624;A;C
R909439227;408;9.30654;70.43681;A;C
R902096094;405;9.31548;70.45723;A;C
R913009330;405;9.32442;70.47765;A;C
R902418000;402;9.33336;70.49792;A;C
R902084718;402;9.34230;70.51819;A;C
R909438962;402;9.35124;70.53846;A;C
R902260941;402;9.36018;70.55873;A;C
R909921290;401;9.36912;70.57895;A;C
R902014622;400;9.37806;70.59911;A;C
R902249071;399;9.38700;70.61922;A;C
R902044180;399;9.39594;70.63933;A;C
R902603469;399;9.40488;70.65944;A;C
R909412246;399;9.41382;70.67955;A;C
R909650255;399;9.42276;70.69966;A;C
R902087677;396;9.43170;70.71962;A;C
R902283860;396;9.44064;70.73958;A;C
R902016241;396;9.44958;70.75954;A;C
R909086637;396;9.45852;70.77950;A;C
R902603130;396;9.46746;70.79946;A;C
R909444814;396;9.47640;70.81942;A;B
R909440647;396;9.48534;70.83938;A;C
R902020437;396;9.49428;70.85934;A;C
R902601138;396;9.50322;70.87930;A;C
R909417112;396;9.51216;70.89926;A;C
R902079125;395;9.52110;70.91917;A;C
R902095075;394;9.53004;70.93903;A;X
R909443770;393;9.53898;70.95884;A;C
R902249016;393;9.54792;70.97865;A;C
R902039743;393;9.55686;70.99846;A;C
R902016240;393;9.56580;71.01827;A;C
R902276008;392;9.57474;71.03803;A;C
R902272359;392;9.58368;71.05779;A;C
R902044516;390;9.59262;71.07745;A;B
R902278001;390;9.60156;71.09711;A;C
R902005054;390;9.61050;71.11677;A;C
R909443576;387;9.61944;71.13628;A;C
R909447281;387;9.62838;71.15579;A;C
R961003396;387;9.63732;71.17530;A;C
R909432964;387;9.64626;71.19481;A;C
R902278382;387;9.65520;71.21432;A;C
R909921262;387;9.66414;71.23383;A;C
R902101487;387;9.67308;71.25334;A;C
R902066598;387;9.68202;71.27285;A;C
R909156490;385;9.69096;71.29226;A;C
R902460851;385;9.69990;71.31167;A;C
R913059573;384;9.70884;71.33103;A;C
R909083749;384;9.71778;71.35039;A;C
R909437363;384;9.72672;71.36975;A;C
R902013739;384;9.73566;71.38911;A;C
R909650384;384;9.74460;71.40847;A;C
R902283745;384;9.75354;71.42783;A;C
R902603586;384;9.76248;71.44719;A;C
R909078189;383;9.77142;71.46650;A;C
R902105529;381;9.78036;71.48571;A;C
R902195226;381;9.78930;71.50492;A;C
R902244092;381;9.79824;71.52413;A;C
R902272777;381;9.80718;71.54334;A;C
R902010628;380;9.81612;71.56250;A;C
R902272365;380;9.82506;71.58166;A;C
R900727801;380;9.83400;71.60082;A;C
R909157094;378;9.84294;71.61988;A;C
R909444923;378;9.85188;71.63894;A;B
R902261885;378;9.86082;71.65800;A;C
R902020315;378;9.86976;71.67706;A;C
R902010109;378;9.87870;71.69612;A;C
R909086332;378;9.88764;71.71518;A;C
R909444489;378;9.89658;71.73424;A;C
R902007055;376;9.90552;71.75319;A;A
R902226757;376;9.91446;71.77214;A;X
R902121464;375;9.92340;71.79104;A;C
R902041681;375;9.93234;71.80994;A;C
R902272393;374;9.94128;71.82879;A;C
R902008558;373;9.95022;71.84759;A;C
R909435304;373;9.95916;71.86639;A;C
R902124228;372;9.96810;71.88514;A;C
R909445196;372;9.97704;71.90389;A;C
R902241515;372;9.98598;71.92264;A;C
R902005363;372;9.99492;71.94139;A;C
R902010095;372;10.00386;71.96014;A;C
R902224081;372;10.01280;71.97889;A;X
R902272484;372;10.02174;71.99764;A;C
R902047967;372;10.03068;72.01639;A;C
R902279520;372;10.03962;72.03514;A;C
R902603193;371;10.04856;72.05384;A;C
R902020483;370;10.05750;72.07249;A;C
R902039754;370;10.06644;72.09114;A;B
R902262163;369;10.07538;72.10974;A;C
R902035745;368;10.08432;72.12829;A;X
R909445050;368;10.09326;72.14684;A;A
R902153642;368;10.10220;72.16539;A;X
R902262474;366;10.11114;72.18384;A;C
R902258065;366;10.12008;72.20229;A;C
R909084150;366;10.12902;72.22074;A;C
R917013479;366;10.13796;72.23919;A;C
R902049037;366;10.14690;72.25764;A;X
R902043266;366;10.15584;72.27609;A;B
R902016137;366;10.16478;72.29454;A;C
R910920476;365;10.17372;72.31294;A;C
R902191144;364;10.18266;72.33129;A;B
R902016138;363;10.19160;72.34959;A;C
R902020030;363;10.20054;72.36789;A;C
R913006152;363;10.20948;72.38619;A;C
R902600659;363;10.21842;72.40449;A;C
R902270061;363;10.22736;72.42279;A;C
R909404793;363;10.23630;72.44109;A;C
R902229682;360;10.24524;72.45924;A;B
R930071773;360;10.25418;72.47739;A;C
R902260556;360;10.26312;72.49554;A;C
R902280231;360;10.27206;72.51369;A;C
R902086396;360;10.28100;72.53184;A;B
R902131310;359;10.28994;72.54994;A;C
R909651654;358;10.29888;72.56799;A;X
R902025583;358;10.30782;72.58604;A;B
R909085363;357;10.31676;72.60404;A;C
R902130457;357;10.32570;72.62204;A;C
R909083251;357;10.33464;72.64004;A;C
R902279502;356;10.34358;72.65799;A;C
R902280230;356;10.35252;72.67594;A;C
R902287315;356;10.36146;72.69389;A;C
R902215783;354;10.37040;72.71174;A;C
R902047698;354;10.37934;72.72959;A;C
R909650283;354;10.38828;72.74744;A;C
R902022782;354;10.39722;72.76529;A;C
R902022781;354;10.40616;72.78314;A;C
R902048539;354;10.41510;72.80099;A;C
R902124787;354;10.42404;72.81884;A;C
R902279085;354;10.43298;72.83669;A;C
R902043376;354;10.44192;72.85454;A;C
R902088365;354;10.45086;72.87239;A;C
R909651058;354;10.45980;72.89024;A;A
R913039295;354;10.46874;72.90809;A;C
R902281210;354;10.47768;72.92594;A;C
R902012092;352;10.48662;72.94369;A;X
R902081969;351;10.49556;72.96138;A;C
R902602669;351;10.50450;72.97907;A;C
R902130304;351;10.51344;72.99676;A;C
R902235593;351;10.52238;73.01445;A;C
R902602016;351;10.53132;73.03214;A;C
R902041910;349;10.54026;73.04973;A;C
R902006255;348;10.54920;73.06727;A;C
"2916010115";348;10.55814;73.08481;A;C
R909083780;348;10.56708;73.10235;A;C
R902262306;348;10.57602;73.11989;A;C
R902191122;348;10.58496;73.13743;A;C
R902205143;348;10.59390;73.15497;A;C
R909443003;348;10.60284;73.17251;A;C
R909085571;348;10.61178;73.19005;A;C
R902015660;346;10.62072;73.20749;A;B
R902260689;345;10.62966;73.22488;A;C
R901391539;345;10.63860;73.24227;A;C
R902025652;345;10.64754;73.25966;A;C
R902269112;345;10.65648;73.27705;A;C
R902195217;345;10.66542;73.29444;A;C
R902230854;345;10.67436;73.31183;A;C
R902099355;345;10.68330;73.32922;A;C
R902152919;345;10.69224;73.34661;A;C
R902086258;345;10.70118;73.36400;A;C
R902126515;345;10.71012;73.38139;A;C
R909083404;345;10.71906;73.39878;A;C
R902078954;345;10.72800;73.41617;A;C
R913057610;345;10.73694;73.43356;A;C
R902283812;344;10.74588;73.45090;A;C
R902230973;343;10.75482;73.46819;A;C
R909412266;343;10.76376;73.48548;A;C
R902191432;342;10.77270;73.50272;A;C
R902064146;342;10.78164;73.51996;A;C
R902289179;342;10.79058;73.53720;A;C
R902037893;342;10.79952;73.55444;A;C
R902600379;342;10.80846;73.57168;A;C
R902094146;342;10.81740;73.58892;A;C
R909921383;342;10.82634;73.60616;A;C
R909830030;342;10.83528;73.62340;A;C
R902081967;342;10.84422;73.64064;A;C
R902260857;342;10.85316;73.65788;A;C
R902020375;342;10.86210;73.67512;A;C
R902039735;340;10.87104;73.69226;A;B
R902272887;340;10.87998;73.70940;A;C
R909651030;339;10.88892;73.72649;A;C
R902241160;339;10.89786;73.74358;A;C
R902273612;339;10.90680;73.76067;A;C
R902105999;338;10.91574;73.77771;A;X
R902249098;338;10.92468;73.79475;A;C
R902151681;338;10.93362;73.81179;A;X
R909443559;337;10.94256;73.82878;A;C
R902601999;336;10.95150;73.84572;A;C
R902087417;336;10.96044;73.86266;A;C
R909651629;336;10.96938;73.87960;A;C
R911342829;336;10.97832;73.89654;A;C
R909444175;336;10.98726;73.91348;A;C
R901569964;336;10.99620;73.93042;A;C
R902118914;336;11.00514;73.94736;A;B
R902008964;336;11.01408;73.96430;A;C
R909436988;336;11.02302;73.98124;A;C
R909651630;336;11.03196;73.99818;A;C
